#Wavelength (micron)	Flux (erg s-1 cm-2 micron-1)	 r2 F (cm2 erg s-1 cm-2 micron-1)
2.0002000200e+01	1.5124433473e+04	3.2000585356e+34
1.9962072063e+01	1.5232334639e+04	3.2228884847e+34
1.9922303018e+01	1.5463332543e+04	3.2717634933e+34
1.9882296803e+01	1.5484997441e+04	3.2763473966e+34
1.9842844670e+01	1.5611956320e+04	3.3032096157e+34
1.9803156623e+01	1.5768600986e+04	3.3363528140e+34
1.9763627021e+01	1.5860718239e+04	3.3558431707e+34
1.9724254916e+01	1.5977488791e+04	3.3805497226e+34
1.9684651877e+01	1.6128686903e+04	3.4125405281e+34
1.9645593493e+01	1.6265160108e+04	3.4414158076e+34
1.9606305388e+01	1.6354437068e+04	3.4603052093e+34
1.9567174109e+01	1.6498206415e+04	3.4907242213e+34
1.9528198719e+01	1.6671024896e+04	3.5272895088e+34
1.9488998460e+01	1.6778008728e+04	3.5499253664e+34
1.9450333573e+01	1.6932358688e+04	3.5825830463e+34
1.9411444988e+01	1.7128002336e+04	3.6239777292e+34
1.9372711598e+01	1.7214208436e+04	3.6422173919e+34
1.9334132477e+01	1.7300907667e+04	3.6605613923e+34
1.9295334388e+01	1.7470493396e+04	3.6964426875e+34
1.9256691700e+01	1.7578402047e+04	3.7192742203e+34
1.9218572829e+01	1.7772073391e+04	3.7602515989e+34
1.9179868810e+01	1.7937641195e+04	3.7952827731e+34
1.9141686765e+01	1.8103462443e+04	3.8303675715e+34
1.9103656440e+01	1.8193107240e+04	3.8493348010e+34
1.9065413433e+01	1.8310487407e+04	3.8741703364e+34
1.9027323236e+01	1.8454637445e+04	3.9046698960e+34
1.8989384934e+01	1.8617157558e+04	3.9390562336e+34
1.8951597620e+01	1.8763489557e+04	3.9700174569e+34
1.8913602663e+01	1.8907981444e+04	4.0005893455e+34
1.8875759749e+01	1.9090067096e+04	4.0391153998e+34
1.8838067968e+01	1.9254446615e+04	4.0738951544e+34
1.8800526415e+01	1.9363087338e+04	4.0968815805e+34
1.8763134194e+01	1.9581856795e+04	4.1431692691e+34
1.8725539764e+01	1.9653442576e+04	4.1583155350e+34
1.8688444934e+01	1.9818764609e+04	4.1932947085e+34
1.8651148911e+01	1.9965405527e+04	4.2243212936e+34
1.8613654977e+01	2.0135309874e+04	4.2602700023e+34
1.8576656573e+01	2.0255607832e+04	4.2857228902e+34
1.8539461243e+01	2.0455763597e+04	4.3280722559e+34
1.8502414565e+01	2.0596015878e+04	4.3577471200e+34
1.8465515650e+01	2.0824919497e+04	4.4061790154e+34
1.8428763614e+01	2.0940760800e+04	4.4306889549e+34
1.8391819319e+01	2.1138397994e+04	4.4725054362e+34
1.8355359765e+01	2.1334137726e+04	4.5139204486e+34
1.8318708897e+01	2.1447201455e+04	4.5378427034e+34
1.8281869870e+01	2.1602191383e+04	4.5706357891e+34
1.8245511604e+01	2.1796074026e+04	4.6116578749e+34
1.8208966095e+01	2.1956000574e+04	4.6454954606e+34
1.8172896942e+01	2.2156477830e+04	4.6879128481e+34
1.8136641457e+01	2.2251179292e+04	4.7079499768e+34
1.8100202722e+01	2.2478609527e+04	4.7560701306e+34
1.8064236425e+01	2.2597170659e+04	4.7811555372e+34
1.8028087761e+01	2.2820212331e+04	4.8283471498e+34
1.7992083483e+01	2.3030301743e+04	4.8727982970e+34
1.7956222729e+01	2.3146795019e+04	4.8974461823e+34
1.7920504641e+01	2.3395813399e+04	4.9501340000e+34
1.7884608506e+01	2.3514611712e+04	4.9752695897e+34
1.7848855888e+01	2.3683621057e+04	5.0110289321e+34
1.7813245930e+01	2.3953305453e+04	5.0680893076e+34
1.7777777778e+01	2.4169526817e+04	5.1138378656e+34
1.7742135798e+01	2.4256617371e+04	5.1322646629e+34
1.7706949978e+01	2.4460782230e+04	5.1754622809e+34
1.7671591150e+01	2.4676680192e+04	5.2211424130e+34
1.7636373256e+01	2.4824092881e+04	5.2523322909e+34
1.7600985655e+01	2.5083496949e+04	5.3072175336e+34
1.7565739781e+01	2.5261668909e+04	5.3449155209e+34
1.7530942113e+01	2.5434811605e+04	5.3815494062e+34
1.7495975926e+01	2.5738711128e+04	5.4458490883e+34
1.7460844057e+01	2.5881540266e+04	5.4760691690e+34
1.7426156661e+01	2.6036358510e+04	5.5088259295e+34
1.7391304348e+01	2.6235996996e+04	5.5510658483e+34
1.7356591165e+01	2.6482759131e+04	5.6032762849e+34
1.7322016283e+01	2.6607611842e+04	5.6296928765e+34
1.7287280019e+01	2.6836890891e+04	5.6782042063e+34
1.7252980452e+01	2.7117726707e+04	5.7376240220e+34
1.7218520240e+01	2.7269714344e+04	5.7697818767e+34
1.7183902120e+01	2.7516862266e+04	5.8220739391e+34
1.7149717030e+01	2.7787339873e+04	5.8793021437e+34
1.7115374741e+01	2.7910224497e+04	5.9053023236e+34
1.7081461490e+01	2.8339391765e+04	5.9961064109e+34
1.7047101140e+01	2.8310839768e+04	5.9900653210e+34
1.7013168192e+01	2.8704743904e+04	6.0734083630e+34
1.6979370065e+01	2.8795266435e+04	6.0925613050e+34
1.6945418806e+01	2.9011965715e+04	6.1384109815e+34
1.6911603051e+01	2.9233693190e+04	6.1853245336e+34
1.6877921990e+01	2.9500453562e+04	6.2417662382e+34
1.6844091093e+01	2.9760756900e+04	6.2968417502e+34
1.6810395549e+01	2.9994806330e+04	6.3463624068e+34
1.6776834547e+01	3.0257756522e+04	6.4019979457e+34
1.6743407283e+01	3.0417690446e+04	6.4358370922e+34
1.6710112960e+01	3.0727142296e+04	6.5013115469e+34
1.6676672670e+01	3.0990098685e+04	6.5569483968e+34
1.6643365954e+01	3.1162998585e+04	6.5935309111e+34
1.6610192014e+01	3.1446683302e+04	6.6535535030e+34
1.6576875259e+01	3.1625232940e+04	6.6913314001e+34
1.6543965589e+01	3.1858421769e+04	6.7406699690e+34
1.6510913714e+01	3.2050834948e+04	6.7813811425e+34
1.6477993639e+01	3.2368257101e+04	6.8485419704e+34
1.6444934138e+01	3.2572403485e+04	6.8917356794e+34
1.6412276383e+01	3.2928269420e+04	6.9670305209e+34
1.6379479788e+01	3.3102848158e+04	7.0039682471e+34
1.6346814006e+01	3.3486683103e+04	7.0851808290e+34
1.6314012105e+01	3.3560248792e+04	7.1007460078e+34
1.6281606669e+01	3.4179878968e+04	7.2318486263e+34
1.6249065679e+01	3.4165686762e+04	7.2288458104e+34
1.6216654504e+01	3.4400519044e+04	7.2785321043e+34
1.6184372370e+01	3.4789818365e+04	7.3609008501e+34
1.6151957617e+01	3.4931664091e+04	7.3909128586e+34
1.6119672448e+01	3.5850592059e+04	7.5853415155e+34
1.6087516088e+01	3.5402816631e+04	7.4906002757e+34
1.6055487766e+01	3.5773200042e+04	7.5689667546e+34
1.6023329968e+01	3.6063183588e+04	7.6303220656e+34
1.5991300732e+01	3.6193733350e+04	7.6579440510e+34
1.5959399288e+01	3.6518500402e+04	7.7266589276e+34
1.5927624873e+01	3.6746355271e+04	7.7748689262e+34
1.5895976728e+01	3.7019640381e+04	7.8326911482e+34
1.5864202427e+01	3.7482797851e+04	7.9306869519e+34
1.5832554899e+01	3.7600564564e+04	7.9556042736e+34
1.5800783719e+01	3.7899110141e+04	8.0187711567e+34
1.5769388463e+01	3.8261809764e+04	8.0955118841e+34
1.5737870037e+01	3.8483856819e+04	8.1424930537e+34
1.5706477351e+01	3.8818756441e+04	8.2133517998e+34
1.5674963948e+01	3.9036462468e+04	8.2594144860e+34
1.5643821473e+01	3.9322180337e+04	8.3198672564e+34
1.5612558742e+01	3.9694788528e+04	8.3987044587e+34
1.5581420714e+01	3.9980288248e+04	8.4591110729e+34
1.5550406643e+01	4.2787483374e+04	9.0530631531e+34
1.5519274939e+01	4.0761902306e+04	8.6244865722e+34
1.5488267637e+01	4.0942743981e+04	8.6627494232e+34
1.5457383992e+01	4.1173027038e+04	8.7114731830e+34
1.5426623266e+01	4.1461402939e+04	8.7724883453e+34
1.5395747694e+01	4.2053093287e+04	8.8976793980e+34
1.5364995467e+01	4.2001811950e+04	8.8868291880e+34
1.5334365847e+01	4.2392786760e+04	8.9695524372e+34
1.5303623898e+01	4.2803431172e+04	9.0564374208e+34
1.5273238232e+01	4.2962673183e+04	9.0901301709e+34
1.5242740645e+01	4.3269249068e+04	9.1549961228e+34
1.5212364610e+01	4.3638715349e+04	9.2331685536e+34
1.5181878909e+01	4.3923876358e+04	9.2935035025e+34
1.5151515152e+01	4.4309213871e+04	9.3750340008e+34
1.5121272606e+01	4.4674995638e+04	9.4524268543e+34
1.5091150549e+01	4.6603226685e+04	9.8604059189e+34
1.5061148262e+01	4.5382339122e+04	9.6020880339e+34
1.5031039096e+01	4.5544115906e+04	9.6363170964e+34
1.5001050074e+01	4.6168045073e+04	9.7683293044e+34
1.4970956345e+01	4.6331346804e+04	9.8028810182e+34
1.4941206353e+01	4.6648653216e+04	9.8700173571e+34
1.4911352012e+01	4.7057962930e+04	9.9566199428e+34
1.4881616739e+01	4.7938314251e+04	1.0142886474e+35
1.4851779243e+01	5.0341714413e+04	1.0651402791e+35
1.4822280853e+01	4.7996396535e+04	1.0155175642e+35
1.4792680582e+01	5.0052127998e+04	1.0590131505e+35
1.4763198299e+01	4.9694576268e+04	1.0514479980e+35
1.4733616219e+01	4.9278229281e+04	1.0426388434e+35
1.4704152453e+01	4.9453354360e+04	1.0463441756e+35
1.4674806293e+01	5.0038549860e+04	1.0587258615e+35
1.4645577036e+01	5.0310645633e+04	1.0644829195e+35
1.4616463985e+01	5.0423931746e+04	1.0668798502e+35
1.4587253658e+01	5.3477753380e+04	1.1314932323e+35
1.4558159849e+01	5.1234427082e+04	1.0840284761e+35
1.4528970768e+01	5.1623480497e+04	1.0922601478e+35
1.4500108751e+01	5.1973076273e+04	1.0996569666e+35
1.4471151759e+01	5.2373042709e+04	1.1081195382e+35
1.4442101615e+01	5.2882288624e+04	1.1188942673e+35
1.4413375613e+01	5.3207773931e+04	1.1257809519e+35
1.4384556740e+01	5.4089264231e+04	1.1444317038e+35
1.4355852881e+01	5.4389823961e+04	1.1507910080e+35
1.4327263349e+01	5.4398870571e+04	1.1509824180e+35
1.4298583010e+01	5.4629588958e+04	1.1558640048e+35
1.4270017267e+01	5.5277867503e+04	1.1695804147e+35
1.4241565433e+01	5.6165531942e+04	1.1883618002e+35
1.4213226829e+01	5.6983397389e+04	1.2056663645e+35
1.4184799569e+01	5.6491335230e+04	1.1952552128e+35
1.4156485794e+01	5.7139287201e+04	1.2089647129e+35
1.4128284826e+01	5.7322350395e+04	1.2128380014e+35
1.4099997180e+01	5.7630744343e+04	1.2193630636e+35
1.4071822582e+01	5.8545416049e+04	1.2387158744e+35
1.4043760357e+01	5.9121634065e+04	1.2509076129e+35
1.4015809833e+01	5.9875103224e+04	1.2668496673e+35
1.3987774685e+01	5.9295237223e+04	1.2545807440e+35
1.3959851467e+01	6.1739803695e+04	1.3063033809e+35
1.3932039511e+01	6.1484283092e+04	1.3008970237e+35
1.3904144826e+01	6.0727540373e+04	1.2848857067e+35
1.3876554174e+01	6.1575074878e+04	1.3028180149e+35
1.3848689222e+01	6.4283905549e+04	1.3601320077e+35
1.3821126975e+01	6.3694673288e+04	1.3476649111e+35
1.3793483958e+01	6.4115578770e+04	1.3565705153e+35
1.3765951296e+01	6.4440882116e+04	1.3634533500e+35
1.3738528329e+01	6.3718038063e+04	1.3481592678e+35
1.3711026407e+01	6.2133485013e+04	1.3146329706e+35
1.3683821618e+01	6.5016134213e+04	1.3756246514e+35
1.3656351569e+01	6.5007464854e+04	1.3754412233e+35
1.3629177343e+01	6.6299959812e+04	1.4027880957e+35
1.3601926033e+01	6.6403970366e+04	1.4049887723e+35
1.3574783482e+01	6.6489708445e+04	1.4068028361e+35
1.3547749041e+01	6.7127452790e+04	1.4202963612e+35
1.3520639256e+01	6.8380799825e+04	1.4468149339e+35
1.3493637750e+01	6.8175266062e+04	1.4424662085e+35
1.3466743876e+01	6.8699487951e+04	1.4535578023e+35
1.3439956992e+01	6.9964781290e+04	1.4803291373e+35
1.3413096547e+01	6.9651661359e+04	1.4737040818e+35
1.3386343253e+01	7.0309160402e+04	1.4876155809e+35
1.3359517989e+01	7.0735065650e+04	1.4966269712e+35
1.3332977787e+01	7.1724419863e+04	1.5175599298e+35
1.3306365765e+01	7.1897223062e+04	1.5212161352e+35
1.3279683412e+01	7.2877170593e+04	1.5419500652e+35
1.3253283501e+01	7.3183572512e+04	1.5484329796e+35
1.3226813396e+01	7.3790788237e+04	1.5612805740e+35
1.3200448815e+01	7.4597368628e+04	1.5783463667e+35
1.3174015572e+01	7.4603817951e+04	1.5784828228e+35
1.3147687979e+01	7.5446094997e+04	1.5963038926e+35
1.3121465405e+01	7.5410737289e+04	1.5955557870e+35
1.3095347223e+01	7.6678201561e+04	1.6223730550e+35
1.3069162005e+01	7.7026556787e+04	1.6297436261e+35
1.3043081298e+01	7.7646820921e+04	1.6428673014e+35
1.3017104475e+01	7.8405979047e+04	1.6589297241e+35
1.2991062149e+01	7.9097411190e+04	1.6735591867e+35
1.2965123817e+01	7.9940625367e+04	1.6914000845e+35
1.2939288857e+01	7.9671662396e+04	1.6857093110e+35
1.2913389894e+01	8.2035980412e+04	1.7357340347e+35
1.2887594402e+01	8.1902524148e+04	1.7329103397e+35
1.2861901761e+01	8.2565704246e+04	1.7469420398e+35
1.2836311358e+01	8.3436525911e+04	1.7653670625e+35
1.2810658468e+01	8.3737606510e+04	1.7717373873e+35
1.2785107906e+01	8.4518063938e+04	1.7882504650e+35
1.2759496255e+01	8.5480439051e+04	1.8086125943e+35
1.2733987011e+01	8.6166986599e+04	1.8231387076e+35
1.2708579562e+01	8.6736576479e+04	1.8351902066e+35
1.2683273299e+01	8.7377254767e+04	1.8487458088e+35
1.2657907395e+01	8.8043818019e+04	1.8628490902e+35
1.2632642749e+01	8.9276921286e+04	1.8889393411e+35
1.2607478756e+01	8.9499557769e+04	1.8936499293e+35
1.2582256502e+01	9.0296136096e+04	1.9105040963e+35
1.2557134964e+01	9.1045016362e+04	1.9263490579e+35
1.2532113541e+01	9.1692198184e+04	1.9400422632e+35
1.2507191635e+01	9.2436749396e+04	1.9557956298e+35
1.2482212847e+01	9.3477608306e+04	1.9778183353e+35
1.2457178449e+01	9.3989573551e+04	1.9886506006e+35
1.2432398831e+01	9.4651617910e+04	2.0026582704e+35
1.2407563651e+01	9.4159166850e+04	1.9922388902e+35
1.2382827495e+01	9.6008033073e+04	2.0313575795e+35
1.2358037049e+01	9.6644208728e+04	2.0448179140e+35
1.2333345667e+01	9.7316656955e+04	2.0590457110e+35
1.2308752754e+01	9.8067848827e+04	2.0749395821e+35
1.2284257724e+01	9.8549944704e+04	2.0851398652e+35
1.2259709690e+01	9.9213969122e+04	2.0991894295e+35
1.2235259571e+01	9.9968175105e+04	2.1151470738e+35
1.2210757678e+01	1.0056490153e+05	2.1277727335e+35
1.2186502230e+01	1.0130371930e+05	2.1434047906e+35
1.2162047116e+01	1.0194537309e+05	2.1569810327e+35
1.2137837280e+01	1.0263838552e+05	2.1716439314e+35
1.2113576897e+01	1.0328275267e+05	2.1852775832e+35
1.2089413301e+01	1.0399311197e+05	2.2003075103e+35
1.2065345913e+01	1.0458290817e+05	2.2127865388e+35
1.2041229169e+01	1.0541341803e+05	2.2303586361e+35
1.2017208643e+01	1.0608482689e+05	2.2445644420e+35
1.1993139924e+01	1.0677352328e+05	2.2591360210e+35
1.1969310687e+01	1.0752375162e+05	2.2750095053e+35
1.1945433261e+01	1.0827620732e+05	2.2909301169e+35
1.1921508786e+01	1.0901551132e+05	2.3065724619e+35
1.1897679952e+01	1.0967680061e+05	2.3205641558e+35
1.1873946187e+01	1.1040484104e+05	2.3359681840e+35
1.1850306923e+01	1.1110628603e+05	2.3508095004e+35
1.1826621726e+01	1.1180728336e+05	2.3656413451e+35
1.1803031018e+01	1.1257557993e+05	2.3818971210e+35
1.1779534237e+01	1.1332837746e+05	2.3978249648e+35
1.1755992617e+01	1.1405047335e+05	2.4131032172e+35
1.1732544906e+01	1.1484440435e+05	2.4299013715e+35
1.1709053440e+01	1.1559826229e+05	2.4458516518e+35
1.1685655857e+01	1.1634900106e+05	2.4617359361e+35
1.1662351597e+01	1.1709939787e+05	2.4776129851e+35
1.1639140100e+01	1.1784392779e+05	2.4933659014e+35
1.1615885886e+01	1.1859091097e+05	2.5091707242e+35
1.1592724406e+01	1.1939250120e+05	2.5261309340e+35
1.1569521253e+01	1.2016613052e+05	2.5424995411e+35
1.1546410798e+01	1.2096634595e+05	2.5594306628e+35
1.1523392487e+01	1.2173840500e+05	2.5757660459e+35
1.1500465769e+01	1.2249574700e+05	2.5917900426e+35
1.1477498364e+01	1.2331706984e+05	2.6091677592e+35
1.1454491306e+01	1.2410911573e+05	2.6259260279e+35
1.1431706982e+01	1.2489753700e+05	2.6426076062e+35
1.1408882956e+01	1.2571687463e+05	2.6599433192e+35
1.1386149887e+01	1.2653370766e+05	2.6772260394e+35
1.1363378105e+01	1.2731928639e+05	2.6938474745e+35
1.1340697226e+01	1.2816044067e+05	2.7116447886e+35
1.1317978609e+01	1.2897613078e+05	2.7289033267e+35
1.1295478420e+01	1.2984961646e+05	2.7473847151e+35
1.1272940434e+01	1.3062172749e+05	2.7637211981e+35
1.1250365637e+01	1.3150127025e+05	2.7823307435e+35
1.1228007141e+01	1.3230009414e+05	2.7992324226e+35
1.1205486206e+01	1.3318931064e+05	2.8180466469e+35
1.1183180497e+01	1.3398002546e+05	2.8347767527e+35
1.1160838849e+01	1.3486500215e+05	2.8535012702e+35
1.1138586291e+01	1.3573427893e+05	2.8718936061e+35
1.1116298717e+01	1.3656877388e+05	2.8895500208e+35
1.1094100158e+01	1.3742773855e+05	2.9077241707e+35
1.1071990079e+01	1.3823928405e+05	2.9248950161e+35
1.1049845855e+01	1.3908318602e+05	2.9427504664e+35
1.1027911644e+01	1.3995652053e+05	2.9612286564e+35
1.1005822080e+01	1.4081610335e+05	2.9794158853e+35
1.0983820832e+01	1.4160963411e+05	2.9962055714e+35
1.0961907372e+01	1.4249840425e+05	3.0150103515e+35
1.0940081175e+01	1.4332731738e+05	3.0325486649e+35
1.0918222513e+01	1.4418920309e+05	3.0507846188e+35
1.0896451026e+01	1.4505214273e+05	3.0690428721e+35
1.0874647933e+01	1.4590095778e+05	3.0870022743e+35
1.0852931920e+01	1.4675727068e+05	3.1051203176e+35
1.0831302464e+01	1.4766169516e+05	3.1242563155e+35
1.0809759050e+01	1.4855833445e+05	3.1432275928e+35
1.0788068396e+01	1.4943867280e+05	3.1618539716e+35
1.0766580534e+01	1.5032644633e+05	3.1806376652e+35
1.0745062644e+01	1.5120348716e+05	3.1991942743e+35
1.0723630592e+01	1.5210207782e+05	3.2182068391e+35
1.0702283867e+01	1.5302058849e+05	3.2376408755e+35
1.0680907877e+01	1.5392519905e+05	3.2567808105e+35
1.0659617107e+01	1.5483870071e+05	3.2761088653e+35
1.0638297872e+01	1.5576160604e+05	3.2956358848e+35
1.0617063745e+01	1.5667538794e+05	3.3149698689e+35
1.0595914215e+01	1.5757983497e+05	3.3341063440e+35
1.0574736953e+01	1.5853172896e+05	3.3542467115e+35
1.0553644173e+01	1.5944324798e+05	3.3735328172e+35
1.0532524435e+01	1.6043511547e+05	3.3945189523e+35
1.0511489058e+01	1.6133900054e+05	3.4136435372e+35
1.0490537535e+01	1.6228450172e+05	3.4336486444e+35
1.0469559755e+01	1.6323364025e+05	3.4537307112e+35
1.0448665705e+01	1.6434530406e+05	3.4772515213e+35
1.0427854886e+01	1.6541399589e+05	3.4998631214e+35
1.0407018493e+01	1.6647098991e+05	3.5222272168e+35
1.0386265203e+01	1.6754588871e+05	3.5449701453e+35
1.0365487074e+01	1.6857335468e+05	3.5667094803e+35
1.0344791915e+01	1.6968123982e+05	3.5901503404e+35
1.0324179228e+01	1.7076917038e+05	3.6131689974e+35
1.0303542358e+01	1.7187835675e+05	3.6366373893e+35
1.0282987825e+01	1.7288736449e+05	3.6579861812e+35
1.0262515137e+01	1.7401171667e+05	3.6817754544e+35
1.0242018907e+01	1.7515578286e+05	3.7059818405e+35
1.0221604383e+01	1.7626232617e+05	3.7293943099e+35
1.0201167014e+01	1.7735275171e+05	3.7524657562e+35
1.0180811207e+01	1.7849894445e+05	3.7767171365e+35
1.0160433241e+01	1.7956385352e+05	3.7992487002e+35
1.0140239512e+01	1.8069458513e+05	3.8231729506e+35
1.0119921065e+01	1.8184814303e+05	3.8475801643e+35
1.0099785885e+01	1.8294603172e+05	3.8708095177e+35
1.0079629070e+01	1.8407979864e+05	3.8947979897e+35
1.0059451358e+01	1.8523932810e+05	3.9193315509e+35
1.0039455058e+01	1.8639067252e+05	3.9436919315e+35
1.0019337321e+01	1.8753846561e+05	3.9679771722e+35
9.9994000360e+00	1.8868740311e+05	3.9922866265e+35
9.9794423488e+00	1.8984875356e+05	4.0168587166e+35
9.9594649775e+00	1.9105803762e+05	4.0424449957e+35
9.9395674300e+00	1.9222724987e+05	4.0671834275e+35
9.9197492287e+00	1.9334513810e+05	4.0908359351e+35
9.9000099000e+00	1.9454529146e+05	4.1162290251e+35
9.8802513536e+00	1.9570053939e+05	4.1406719967e+35
9.8604742888e+00	1.9690429610e+05	4.1661413271e+35
9.8407762404e+00	1.9808019248e+05	4.1910211831e+35
9.8211567358e+00	1.9961668074e+05	4.2235305155e+35
9.8015192355e+00	2.0048984139e+05	4.2420050270e+35
9.7819601092e+00	2.0163673603e+05	4.2662712582e+35
9.7624788886e+00	2.0285563566e+05	4.2920609856e+35
9.7429801828e+00	2.0404925697e+05	4.3173158691e+35
9.7235592116e+00	2.0524241054e+05	4.3425608562e+35
9.7041213403e+00	2.0645541134e+05	4.3682257748e+35
9.6847610285e+00	2.0768534350e+05	4.3942489307e+35
9.6654778129e+00	2.0890966379e+05	4.4201533496e+35
9.6461781842e+00	2.1013162484e+05	4.4460078513e+35
9.6268627980e+00	2.1139487267e+05	4.4727359068e+35
9.6076246109e+00	2.1258978040e+05	4.4980180089e+35
9.5884631611e+00	2.1384266630e+05	4.5245268246e+35
9.5693779904e+00	2.1507038068e+05	4.5505030562e+35
9.5502774356e+00	2.1632104835e+05	4.5769649384e+35
9.5311621346e+00	2.1758840356e+05	4.6037798988e+35
9.5121232010e+00	2.1887693322e+05	4.6310428727e+35
9.4931601781e+00	2.2011190837e+05	4.6571727293e+35
9.4742726127e+00	2.2137252557e+05	4.6838451255e+35
9.4552812473e+00	2.2266721669e+05	4.7112384648e+35
9.4364549126e+00	2.2393604183e+05	4.7380845262e+35
9.4176147065e+00	2.2523528205e+05	4.7655741162e+35
9.3988495808e+00	2.2654578905e+05	4.7933020913e+35
9.3800711009e+00	2.2780699938e+05	4.8199870370e+35
9.3613675086e+00	2.2913492196e+05	4.8480834943e+35
9.3426510707e+00	2.3043271882e+05	4.8755425454e+35
9.3240093240e+00	2.3176821422e+05	4.9037992299e+35
9.3053552319e+00	2.3310410697e+05	4.9320643216e+35
9.2867756315e+00	2.3447792765e+05	4.9611319003e+35
9.2682700774e+00	2.3583591140e+05	4.9898643979e+35
9.2497525691e+00	2.3716617057e+05	5.0180102933e+35
9.2313089073e+00	2.3849755749e+05	5.0461800496e+35
9.2128537736e+00	2.3987476129e+05	5.0753192092e+35
9.1944722833e+00	2.4124266577e+05	5.1042616117e+35
9.1761639964e+00	2.4263226870e+05	5.1336631143e+35
9.1578446097e+00	2.4398934271e+05	5.1623763636e+35
9.1395146918e+00	2.4537255705e+05	5.1916426951e+35
9.1213412020e+00	2.4674108945e+05	5.2205983832e+35
9.1030741081e+00	2.4815673613e+05	5.2505509250e+35
9.0849625700e+00	2.4952098866e+05	5.2794160587e+35
9.0668407500e+00	2.5093682938e+05	5.3093727059e+35
9.0487092016e+00	2.5233190768e+05	5.3388900576e+35
9.0306500262e+00	2.5373443487e+05	5.3685650145e+35
9.0125815639e+00	2.5517829001e+05	5.3991143966e+35
8.9946661630e+00	2.5657008264e+05	5.4285622293e+35
8.9766606822e+00	2.5797725309e+05	5.4583354291e+35
8.9587271440e+00	2.5940061573e+05	5.4884512268e+35
8.9408651181e+00	2.6082258421e+05	5.5185375263e+35
8.9229945570e+00	2.6225490067e+05	5.5488427707e+35
8.9051952909e+00	2.6368875923e+05	5.5791806430e+35
8.8874668942e+00	2.6511578598e+05	5.6093739666e+35
8.8697302715e+00	2.6658033641e+05	5.6403612238e+35
8.8519859430e+00	2.6802821230e+05	5.6709956777e+35
8.8343124696e+00	2.6946733041e+05	5.7014448327e+35
8.8167094277e+00	2.7092649702e+05	5.7323181779e+35
8.7990989723e+00	2.7234920527e+05	5.7624201298e+35
8.7815587267e+00	2.7382240461e+05	5.7935903824e+35
8.7640114633e+00	2.7525776164e+05	5.8239599598e+35
8.7465341858e+00	2.7672471086e+05	5.8549979711e+35
8.7290502793e+00	2.7820124461e+05	5.8862387739e+35
8.7116361324e+00	2.7967229136e+05	5.9173634815e+35
8.6942157383e+00	2.8116447204e+05	5.9489353453e+35
8.6768648752e+00	2.8264906394e+05	5.9803466440e+35
8.6595831277e+00	2.8407706985e+05	6.0105606848e+35
8.6422953937e+00	2.8559241487e+05	6.0426226644e+35
8.6250765476e+00	2.8707160021e+05	6.0739195700e+35
8.6078520827e+00	2.8856469894e+05	6.1055108580e+35
8.5906224765e+00	2.9007917256e+05	6.1375544004e+35
8.5734617066e+00	2.9157242454e+05	6.1691489307e+35
8.5563693614e+00	2.9311188873e+05	6.2017212285e+35
8.5392721124e+00	2.9459188752e+05	6.2330353453e+35
8.5222430544e+00	2.9610829695e+05	6.2651198460e+35
8.5052817800e+00	2.9762332328e+05	6.2971750825e+35
8.4882437824e+00	2.9914169724e+05	6.3293011489e+35
8.4713456733e+00	3.0067360902e+05	6.3617136515e+35
8.4544432326e+00	3.0218179821e+05	6.3936242265e+35
8.4375369142e+00	3.0371815624e+05	6.4261308036e+35
8.4206980759e+00	3.0527776337e+05	6.4591292900e+35
8.4039263144e+00	3.0875722646e+05	6.5327484809e+35
8.3871508848e+00	3.0834920454e+05	6.5241154697e+35
8.3703722305e+00	3.0984422092e+05	6.5557473316e+35
8.3536605741e+00	3.1145493964e+05	6.5898272475e+35
8.3370155152e+00	3.1298347594e+05	6.6221683308e+35
8.3203674274e+00	3.1452221469e+05	6.6547252796e+35
8.3037856959e+00	3.1620758047e+05	6.6903845931e+35
8.2872012464e+00	3.1754974748e+05	6.7187824371e+35
8.2706145067e+00	3.1906132778e+05	6.7507647618e+35
8.2541621613e+00	3.2044469120e+05	6.7800342478e+35
8.2376394220e+00	3.2226725187e+05	6.8185963587e+35
8.2211826993e+00	3.2381477189e+05	6.8513391035e+35
8.2047915983e+00	3.2534894531e+05	6.8837994582e+35
8.1883986768e+00	3.2693086834e+05	6.9172701090e+35
8.1720711297e+00	3.2791383574e+05	6.9380679339e+35
8.1557420502e+00	3.3012071230e+05	6.9847614790e+35
8.1394780967e+00	3.3168241266e+05	7.0178042545e+35
8.1232128932e+00	3.3273338225e+05	7.0400408837e+35
8.1070125659e+00	3.3326349773e+05	7.0512571753e+35
8.0908767274e+00	3.3647411745e+05	7.1191881235e+35
8.0746745906e+00	3.3795483162e+05	7.1505173764e+35
8.0586021549e+00	3.3968567660e+05	7.1871389481e+35
8.0425288928e+00	3.4129457339e+05	7.2211803150e+35
8.0264551963e+00	3.4289116385e+05	7.2549613021e+35
8.0104456211e+00	3.4446748360e+05	7.2883133975e+35
7.9944358726e+00	3.4567658622e+05	7.3138958377e+35
7.9784899910e+00	3.4709893954e+05	7.3439902800e+35
7.9625441921e+00	3.4936516337e+05	7.3919395068e+35
7.9466620046e+00	3.5082276397e+05	7.4227797181e+35
7.9307801508e+00	3.5246957665e+05	7.4576233172e+35
