#Wavelength (micron)	Flux (erg s-1 cm-2 micron-1)	 r2 F (cm2 erg s-1 cm-2 micron-1)
7.9149616520e+00	3.5427359981e+05	7.4957932079e+35
7.8991437328e+00	3.5594594567e+05	7.5311770432e+35
7.8833889112e+00	3.5763774504e+05	7.5669724799e+35
7.8676968104e+00	3.5872639768e+05	7.5900064149e+35
7.8519437487e+00	3.6065734863e+05	7.6308618697e+35
7.8363150512e+00	3.6174025931e+05	7.6537743151e+35
7.8206261193e+00	3.6310920871e+05	7.6827388263e+35
7.8050608014e+00	3.6562564479e+05	7.7359820950e+35
7.7894359669e+00	3.6752536997e+05	7.7761768685e+35
7.7739339993e+00	3.6741211743e+05	7.7737806479e+35
7.7583732243e+00	3.7045208968e+05	7.8381010019e+35
7.7429345722e+00	3.6981314242e+05	7.8245820254e+35
7.7274378134e+00	3.7433262076e+05	7.9202060715e+35
7.7120029614e+00	3.6089079625e+05	7.6358012021e+35
7.6966296459e+00	3.7691619631e+05	7.9748698909e+35
7.6812584974e+00	3.7942162312e+05	8.0278802231e+35
7.6659486228e+00	3.7995062760e+05	8.0390730079e+35
7.6506411237e+00	3.8290575539e+05	8.1015982055e+35
7.6353946354e+00	3.8424642596e+05	8.1299643874e+35
7.6201507266e+00	3.8547692299e+05	8.1559994950e+35
7.6049097297e+00	3.8809162694e+05	8.2113219353e+35
7.5897295779e+00	3.8866411907e+05	8.2234348408e+35
7.5746099076e+00	3.8950638976e+05	8.2412557760e+35
7.5594932116e+00	3.9324218352e+05	8.3202984638e+35
7.5443798143e+00	3.9431846293e+05	8.3430706035e+35
7.5293267276e+00	3.9053361635e+05	8.2629900462e+35
7.5142771265e+00	3.9857598902e+05	8.4331522103e+35
7.4992875677e+00	3.9995747109e+05	8.4623818903e+35
7.4843576924e+00	4.0170446238e+05	8.4993450888e+35
7.4693755602e+00	4.0292639326e+05	8.5251989520e+35
7.4545088597e+00	4.0557089983e+05	8.5811519625e+35
7.4395905249e+00	4.0729262536e+05	8.6175805828e+35
7.4247317816e+00	4.0871498854e+05	8.6476752338e+35
7.4099322732e+00	3.8033696212e+05	8.0472471527e+35
7.3951369579e+00	4.1070022911e+05	8.6896793594e+35
7.3804006081e+00	4.1421732717e+05	8.7640948386e+35
7.3656686186e+00	4.1578188763e+05	8.7971981285e+35
7.3509412880e+00	4.1341385218e+05	8.7470947507e+35
7.3362727333e+00	4.0582163248e+05	8.5864570150e+35
7.3216089968e+00	4.2159678216e+05	8.9202308550e+35
7.3070037631e+00	4.1841472220e+05	8.8529041802e+35
7.2924566828e+00	4.2502485167e+05	8.9927626502e+35
7.2778614732e+00	4.2616164811e+05	9.0168152214e+35
7.2633773252e+00	4.2822012575e+05	9.0603689119e+35
7.2488456213e+00	4.3005682220e+05	9.0992301108e+35
7.2343719480e+00	4.3170031291e+05	9.1340034230e+35
7.2199559583e+00	4.3432925296e+05	9.1896270736e+35
7.2055453877e+00	4.3611341313e+05	9.2273766991e+35
7.1911405149e+00	4.3557326385e+05	9.2159481102e+35
7.1767931218e+00	4.3821643960e+05	9.2718729627e+35
7.1624515639e+00	4.4118923942e+05	9.3347720687e+35
7.1481672099e+00	4.4272501883e+05	9.3672664034e+35
7.1338888255e+00	4.4001358675e+05	9.3098973694e+35
7.1196673691e+00	4.4336589287e+05	9.3808261473e+35
7.1054520133e+00	4.4829236644e+05	9.4850614815e+35
7.0912933101e+00	4.5044225147e+05	9.5305491883e+35
7.0771408351e+00	4.5108866617e+05	9.5442261625e+35
7.0629948511e+00	4.5376073770e+05	9.6007623979e+35
7.0489053050e+00	4.5259714874e+05	9.5761429450e+35
7.0348223707e+00	4.5843337271e+05	9.6996269642e+35
7.0207955966e+00	4.5963463734e+05	9.7250435665e+35
7.0067755520e+00	4.6206900064e+05	9.7765503228e+35
6.9928113899e+00	4.5867660216e+05	9.7047732626e+35
6.9788540722e+00	4.6575269066e+05	9.8544905887e+35
6.9649038495e+00	4.6790802028e+05	9.9000934933e+35
6.9510092865e+00	4.6827258659e+05	9.9078070616e+35
6.9371219269e+00	4.7129466476e+05	9.9717488091e+35
6.9232899474e+00	4.7357598897e+05	1.0020017533e+36
6.9094652765e+00	4.7381225184e+05	1.0025016431e+36
6.8956481564e+00	4.7683090498e+05	1.0088885711e+36
6.8818861874e+00	4.7849776167e+05	1.0124153405e+36
6.8681790397e+00	4.8141102379e+05	1.0185792800e+36
6.8544794023e+00	4.8172137075e+05	1.0192359185e+36
6.8407875115e+00	4.8517993593e+05	1.0265536213e+36
6.8271036013e+00	4.8693619266e+05	1.0302695452e+36
6.8134743268e+00	4.8914557538e+05	1.0349442023e+36
6.7998993615e+00	4.8964315093e+05	1.0359969828e+36
6.7863323267e+00	4.9295147728e+05	1.0429968073e+36
6.7727734507e+00	4.9402872682e+05	1.0452760739e+36
6.7592686471e+00	4.9670663289e+05	1.0509420423e+36
6.7457720873e+00	4.9897809315e+05	1.0557480443e+36
6.7322839947e+00	4.9988824767e+05	1.0576737678e+36
6.7188497329e+00	5.0265674411e+05	1.0635314092e+36
6.7054689805e+00	5.0473363157e+05	1.0679257301e+36
6.6920518500e+00	5.0671757930e+05	1.0721234072e+36
6.6787329108e+00	5.0830830764e+05	1.0754891027e+36
6.6653780269e+00	5.1045641025e+05	1.0800341021e+36
6.6520764457e+00	5.1258152694e+05	1.0845304675e+36
6.6387837748e+00	5.1419158143e+05	1.0879370536e+36
6.6255441228e+00	5.1612564081e+05	1.0920291760e+36
6.6123134501e+00	5.1831787763e+05	1.0966675555e+36
6.5991355132e+00	5.2038859035e+05	1.1010488117e+36
6.5859666223e+00	5.2231126550e+05	1.1051168471e+36
6.5728069830e+00	5.2403275565e+05	1.1087592111e+36
6.5596998281e+00	5.2607926765e+05	1.1130892630e+36
6.5466019862e+00	5.2738746819e+05	1.1158571805e+36
6.5335136583e+00	5.2961775632e+05	1.1205760697e+36
6.5204775598e+00	5.3195624142e+05	1.1255238842e+36
6.5074933786e+00	5.3227268803e+05	1.1261934284e+36
6.4944764478e+00	5.3567350397e+05	1.1333889443e+36
6.4815114885e+00	5.3775667959e+05	1.1377965698e+36
6.4685981901e+00	5.3955463560e+05	1.1416007218e+36
6.4556528925e+00	5.4153907407e+05	1.1457994373e+36
6.4428008144e+00	5.4383355602e+05	1.1506541491e+36
6.4299171184e+00	5.4532425537e+05	1.1538082013e+36
6.4170848467e+00	5.4734194051e+05	1.1580772607e+36
6.4043036921e+00	5.4949415952e+05	1.1626309696e+36
6.3914916463e+00	5.5121940106e+05	1.1662812709e+36
6.3787307602e+00	5.5348613731e+05	1.1710772778e+36
6.3660207278e+00	5.5523377004e+05	1.1747749548e+36
6.3533208808e+00	5.5708887075e+05	1.1787000148e+36
6.3406314001e+00	5.5900418331e+05	1.1827524723e+36
6.3279524644e+00	5.6119607490e+05	1.1873901213e+36
6.3153241340e+00	5.6326224220e+05	1.1917617603e+36
6.3027461065e+00	5.6502297927e+05	1.1954871637e+36
6.2901389492e+00	5.6662197890e+05	1.1988703598e+36
6.2775821265e+00	5.6917024663e+05	1.2042620368e+36
6.2650753375e+00	5.7092141604e+05	1.2079671968e+36
6.2525791889e+00	5.7292526705e+05	1.2122069857e+36
6.2400938510e+00	5.7495543159e+05	1.2165024493e+36
6.2276194924e+00	5.7689781346e+05	1.2206121805e+36
6.2151949085e+00	5.7853172651e+05	1.2240692472e+36
6.2027813271e+00	5.8037975547e+05	1.2279793446e+36
6.1904172341e+00	5.8239314919e+05	1.2322393242e+36
6.1780641654e+00	5.8453510989e+05	1.2367713284e+36
6.1657222835e+00	5.8646057512e+05	1.2408452671e+36
6.1534296140e+00	5.8806661890e+05	1.2442433673e+36
6.1411481491e+00	5.9018470188e+05	1.2487248505e+36
6.1288780476e+00	5.9199855133e+05	1.2525626303e+36
6.1166568800e+00	5.9394751062e+05	1.2566862781e+36
6.1044470897e+00	5.9580131829e+05	1.2606086023e+36
6.0922488318e+00	5.9782881848e+05	1.2648984286e+36
6.0800992272e+00	5.9955650272e+05	1.2685538982e+36
6.0679611650e+00	6.0163667614e+05	1.2729551717e+36
6.0558347968e+00	6.0352598859e+05	1.2769526175e+36
6.0437567992e+00	6.0551495453e+05	1.2811609123e+36
6.0316905019e+00	6.0728841278e+05	1.2849132315e+36
6.0196360528e+00	6.0920204640e+05	1.2889621366e+36
6.0076296897e+00	6.1116178186e+05	1.2931085849e+36
5.9956351776e+00	6.1230138971e+05	1.2955197905e+36
5.9836884652e+00	6.1462817065e+05	1.3004428412e+36
5.9717179438e+00	6.1647704560e+05	1.3043547286e+36
5.9598307408e+00	6.1872077038e+05	1.3091020473e+36
5.9479200124e+00	6.2055801643e+05	1.3129893300e+36
5.9360567962e+00	6.2243647149e+05	1.3169638036e+36
5.9242057121e+00	6.2394184974e+05	1.3201489137e+36
5.9123668978e+00	6.2608414517e+05	1.3246816261e+36
5.9005753061e+00	6.2785871476e+05	1.3284362967e+36
5.8887959768e+00	6.2952728535e+05	1.3319666925e+36
5.8770290443e+00	6.3149110068e+05	1.3361217731e+36
5.8653090431e+00	6.3318783140e+05	1.3397117506e+36
5.8536014283e+00	6.3513393785e+05	1.3438293624e+36
5.8419063309e+00	6.3664573283e+05	1.3470280491e+36
5.8302578723e+00	6.3861852818e+05	1.3512021298e+36
5.8186219176e+00	6.4006703768e+05	1.3542669158e+36
5.8069985947e+00	6.4213740103e+05	1.3586474329e+36
5.7954216169e+00	6.4375510944e+05	1.3620702134e+36
5.7838572544e+00	6.4569790130e+05	1.3661808121e+36
5.7723056320e+00	6.4750371181e+05	1.3700015829e+36
5.7607668733e+00	6.4914469433e+05	1.3734736072e+36
5.7492741541e+00	6.5078497724e+05	1.3769441513e+36
5.7377942771e+00	6.5266594826e+05	1.3809239482e+36
5.7263601537e+00	6.5435418597e+05	1.3844959561e+36
5.7149388502e+00	6.5616627597e+05	1.3883300131e+36
5.7035304854e+00	6.5782078646e+05	1.3918306602e+36
5.6921351768e+00	6.5944976516e+05	1.3952772866e+36
5.6807853118e+00	6.6116326019e+05	1.3989027344e+36
5.6694484761e+00	6.6301301074e+05	1.4028164744e+36
5.6581247843e+00	6.6466568840e+05	1.4063132436e+36
5.6468143497e+00	6.6628619287e+05	1.4097419400e+36
5.6355490434e+00	6.6777099503e+05	1.4128835148e+36
5.6242969629e+00	6.6952962222e+05	1.4166044541e+36
5.6130897252e+00	6.7125094876e+05	1.4202464720e+36
5.6018643004e+00	6.7290571903e+05	1.4237476687e+36
5.5906836847e+00	6.7448311174e+05	1.4270851485e+36
5.5795476103e+00	6.7592121406e+05	1.4301279147e+36
5.5683937968e+00	6.7752853554e+05	1.4335287183e+36
5.5572844885e+00	6.7908767206e+05	1.4368275713e+36
5.5461886592e+00	6.8059448976e+05	1.4400157269e+36
5.5351064124e+00	6.8192756027e+05	1.4428362648e+36
5.5240683659e+00	6.8357716486e+05	1.4463265318e+36
5.5130438618e+00	6.8493479424e+05	1.4491990318e+36
5.5020330012e+00	6.8646261236e+05	1.4524316206e+36
5.4910660356e+00	6.8803233345e+05	1.4557528686e+36
5.4801126711e+00	6.8948521525e+05	1.4588269056e+36
5.4691730063e+00	6.9083450641e+05	1.4616817634e+36
5.4582471385e+00	6.9231471845e+05	1.4648136263e+36
5.4473351636e+00	6.9371009240e+05	1.4677659870e+36
5.4364667315e+00	6.9514404402e+05	1.4707999711e+36
5.4256121447e+00	6.9656275253e+05	1.4738017035e+36
5.4148008166e+00	6.9781947329e+05	1.4764606990e+36
5.4039740825e+00	6.9918527848e+05	1.4793504975e+36
5.3931905576e+00	7.0067377146e+05	1.4824998814e+36
5.3824499836e+00	7.0207930629e+05	1.4854737407e+36
5.3716943936e+00	7.0336428106e+05	1.4881925166e+36
5.3609817030e+00	7.0469044980e+05	1.4909984515e+36
5.3502830300e+00	7.0597658417e+05	1.4937196809e+36
5.3395984622e+00	7.0736049428e+05	1.4966477862e+36
5.3289280861e+00	7.0862939185e+05	1.4993325456e+36
5.3183002712e+00	7.0986008568e+05	1.5019364727e+36
5.3076865917e+00	7.1081251174e+05	1.5039516352e+36
5.2970871318e+00	7.1245007271e+05	1.5074164202e+36
5.2865019745e+00	7.1363562837e+05	1.5099248431e+36
5.2759590375e+00	7.1497962632e+05	1.5127685014e+36
5.2654303436e+00	7.1612961684e+05	1.5152016748e+36
5.2549159739e+00	7.1734527691e+05	1.5177737933e+36
5.2444435121e+00	7.1854316342e+05	1.5203083060e+36
5.2339579190e+00	7.1967949125e+05	1.5227125716e+36
5.2235141714e+00	7.2088725371e+05	1.5252679801e+36
5.2130848430e+00	7.2209504336e+05	1.5278234461e+36
5.2026970782e+00	7.2320111414e+05	1.5301636933e+36
5.1922967086e+00	7.2434588408e+05	1.5325858209e+36
5.1819378375e+00	7.2546771001e+05	1.5349594032e+36
5.1715934714e+00	7.2643188240e+05	1.5369994188e+36
5.1612636838e+00	7.2763760953e+05	1.5395505209e+36
5.1509750796e+00	7.2859837712e+05	1.5415833326e+36
5.1407009860e+00	7.2968600835e+05	1.5438845650e+36
5.1304151532e+00	7.3043890514e+05	1.5454775594e+36
5.1201966156e+00	7.3161384401e+05	1.5479635191e+36
5.1099664786e+00	7.3283391315e+05	1.5505449663e+36
5.0997771397e+00	7.3383901783e+05	1.5526715873e+36
5.0895765472e+00	7.3483527867e+05	1.5547794963e+36
5.0794166798e+00	7.3572814886e+05	1.5566686493e+36
5.0692972940e+00	7.3679282110e+05	1.5589213046e+36
5.0591669576e+00	7.3763219954e+05	1.5606972786e+36
5.0490770287e+00	7.3862896079e+05	1.5628062465e+36
5.0390018745e+00	7.3951636846e+05	1.5646838417e+36
5.0289415587e+00	7.4041546731e+05	1.5665861735e+36
5.0188961440e+00	7.4127257954e+05	1.5683996690e+36
5.0088907811e+00	7.4219885060e+05	1.5703594922e+36
4.9988752531e+00	7.4300908342e+05	1.5720737994e+36
4.9888996982e+00	7.4362267088e+05	1.5733720403e+36
4.9789390877e+00	7.4456752862e+05	1.5753711896e+36
4.9690181717e+00	7.4530255120e+05	1.5769263654e+36
4.9590875279e+00	7.4603741123e+05	1.5784811973e+36
4.9491964979e+00	7.4625554694e+05	1.5789427333e+36
4.9393204483e+00	7.4745341998e+05	1.5814772175e+36
4.9294594355e+00	7.4812112772e+05	1.5828899672e+36
4.9196135152e+00	7.4877538358e+05	1.5842742551e+36
4.9098068482e+00	7.4940749818e+05	1.5856116961e+36
4.8999911800e+00	7.5004990772e+05	1.5869709193e+36
4.8902146804e+00	7.5067992659e+05	1.5883039261e+36
4.8804532965e+00	7.5131270365e+05	1.5896427687e+36
4.8707070805e+00	7.5181200499e+05	1.5906992007e+36
4.8609997132e+00	7.5242173488e+05	1.5919892797e+36
4.8512838923e+00	7.5299301649e+05	1.5931980090e+36
4.8416068325e+00	7.5347871098e+05	1.5942256513e+36
4.8319449545e+00	7.5394380845e+05	1.5952097140e+36
4.8222983074e+00	7.5447826175e+05	1.5963405212e+36
4.8126669394e+00	7.5493507851e+05	1.5973070635e+36
4.8030739673e+00	7.9734034807e+04	1.6870289992e+35
4.7934732069e+00	7.5582141331e+05	1.5991823888e+36
4.7839107514e+00	7.5626140976e+05	1.6001133422e+36
4.7743635773e+00	7.5667298649e+05	1.6009841647e+36
4.7648317300e+00	7.5696194546e+05	1.6015955500e+36
4.7553152536e+00	7.5736759804e+05	1.6024538380e+36
4.7458367147e+00	7.5762880803e+05	1.6030065114e+36
4.7363510204e+00	7.5797863900e+05	1.6037466910e+36
4.7269031694e+00	7.5829912572e+05	1.6044247833e+36
4.7174706809e+00	7.5855249717e+05	1.6049608718e+36
4.7080535965e+00	7.5872781198e+05	1.6053318065e+36
4.6986519568e+00	7.5182049007e+05	1.5907171536e+36
4.6892877910e+00	7.5904566297e+05	1.6060043221e+36
4.6799170719e+00	7.5916336611e+05	1.6062533608e+36
4.6705837296e+00	7.5925027593e+05	1.6064372464e+36
4.6612658133e+00	7.5932499907e+05	1.6065953471e+36
4.6519417205e+00	7.5940033906e+05	1.6067547530e+36
4.6426764101e+00	7.5940409357e+05	1.6067626969e+36
4.6334049967e+00	7.5943543626e+05	1.6068290124e+36
4.6241491566e+00	7.5934974408e+05	1.6066477031e+36
4.6149302223e+00	7.5941305465e+05	1.6067816569e+36
4.6057055480e+00	7.5881420720e+05	1.6055146032e+36
4.5965176782e+00	7.5930695002e+05	1.6065571586e+36
4.5873453491e+00	7.5922736970e+05	1.6063887809e+36
4.5781885939e+00	7.5911962364e+05	1.6061608096e+36
4.5690474450e+00	7.5897755922e+05	1.6058602268e+36
4.5599219341e+00	7.5883815155e+05	1.6055652652e+36
4.5508328024e+00	6.9064995526e+05	1.4612912863e+36
4.5417385775e+00	7.5846072825e+05	1.6047667052e+36
4.5326806273e+00	7.5823517390e+05	1.6042894727e+36
4.5236382718e+00	7.5803388448e+05	1.6038635805e+36
4.5145911586e+00	7.5777990635e+05	1.6033262084e+36
4.5055801610e+00	7.5750215232e+05	1.6027385307e+36
4.4966050632e+00	7.5720566633e+05	1.6021112196e+36
4.4876253730e+00	7.5689379318e+05	1.6014513520e+36
4.4786614177e+00	7.5652034464e+05	1.6006612020e+36
4.4697332016e+00	7.5619629754e+05	1.5999755765e+36
4.4608007137e+00	7.5583031482e+05	1.5992012228e+36
4.4519038567e+00	7.5542302780e+05	1.5983394766e+36
4.4430226772e+00	7.5506334328e+05	1.5975784487e+36
4.4341375381e+00	7.5463847738e+05	1.5966795088e+36
4.4252878650e+00	7.5420497700e+05	1.5957622998e+36
4.4164539408e+00	7.5372380706e+05	1.5947442306e+36
4.4076552156e+00	7.5327342319e+05	1.5937912992e+36
4.3988527792e+00	7.5275637100e+05	1.5926973096e+36
4.3900661583e+00	7.5224037390e+05	1.5916055524e+36
4.3813145696e+00	7.5168304338e+05	1.5904263411e+36
4.3725595652e+00	7.5112291831e+05	1.5892412170e+36
4.3638394805e+00	7.4912344095e+05	1.5850106820e+36
4.3551161727e+00	7.4929873130e+05	1.5853815649e+36
4.3464276711e+00	7.4929040711e+05	1.5853639524e+36
4.3377549515e+00	7.4864419659e+05	1.5839966870e+36
4.3290980324e+00	7.4795002233e+05	1.5825279389e+36
4.3204569315e+00	7.4727232924e+05	1.5810940620e+36
4.3118316661e+00	7.4654940438e+05	1.5795644828e+36
4.3032222528e+00	7.4581306494e+05	1.5780065208e+36
4.2946287079e+00	7.4504662062e+05	1.5763848622e+36
4.2860694172e+00	7.4427218531e+05	1.5747462962e+36
4.2775075819e+00	7.4347160312e+05	1.5730524081e+36
4.2689616605e+00	7.4263410871e+05	1.5712804203e+36
4.2604498183e+00	7.4179662900e+05	1.5695084636e+36
4.2519537728e+00	7.4092419075e+05	1.5676625409e+36
4.2434555307e+00	7.4003725866e+05	1.5657859519e+36
4.2349911912e+00	7.3913103600e+05	1.5638685474e+36
4.2265426881e+00	7.3819858333e+05	1.5618956450e+36
4.2180922412e+00	7.3724421392e+05	1.5598763707e+36
4.2096755182e+00	7.3641010117e+05	1.5581115379e+36
4.2012746667e+00	7.3564609960e+05	1.5564950478e+36
4.1928896977e+00	7.3476940870e+05	1.5546401273e+36
4.1845206213e+00	7.3398909510e+05	1.5529891238e+36
4.1761674476e+00	7.3312919371e+05	1.5511697269e+36
4.1678301859e+00	7.3222650657e+05	1.5492598030e+36
4.1595088452e+00	7.3134853661e+05	1.5474021762e+36
4.1512206664e+00	7.3042845532e+05	1.5454554494e+36
4.1429311238e+00	7.2948814250e+05	1.5434659164e+36
4.1346575263e+00	7.2852163072e+05	1.5414209510e+36
4.1263998812e+00	7.2754430077e+05	1.5393530963e+36
4.1181751542e+00	7.2654303523e+05	1.5372345982e+36
4.1099493654e+00	7.2548142770e+05	1.5349884273e+36
4.1017395477e+00	7.2446756770e+05	1.5328432816e+36
4.0935624637e+00	7.2341037205e+05	1.5306064455e+36
4.0853845368e+00	7.2233035560e+05	1.5283213246e+36
4.0772392198e+00	7.2121825519e+05	1.5259683198e+36
4.0690932026e+00	7.2008282761e+05	1.5235659589e+36
4.0609796707e+00	7.1881520948e+05	1.5208839066e+36
4.0528655786e+00	7.1774139587e+05	1.5186119098e+36
4.0447838468e+00	7.1650391849e+05	1.5159936299e+36
4.0367016918e+00	7.1521694801e+05	1.5132706315e+36
4.0286517714e+00	7.1412227233e+05	1.5109544943e+36
4.0206015624e+00	7.1288100933e+05	1.5083282047e+36
4.0125834617e+00	7.1163748493e+05	1.5056971304e+36
4.0045652043e+00	7.1034735477e+05	1.5029674466e+36
3.9965789284e+00	7.0896996618e+05	1.5000531397e+36
3.9886085340e+00	7.0771449918e+05	1.4973967970e+36
3.9806381759e+00	7.0624312592e+05	1.4942836353e+36
3.9726996083e+00	7.0478268662e+05	1.4911936080e+36
3.9647612024e+00	7.0326782516e+05	1.4879884332e+36
3.9568544590e+00	7.0172672610e+05	1.4847277443e+36
3.9489480003e+00	7.0017062029e+05	1.4814353039e+36
3.9410730754e+00	6.9846424754e+05	1.4778249256e+36
3.9331985557e+00	6.9697932052e+05	1.4746830866e+36
3.9253554409e+00	6.9522800376e+05	1.4709776148e+36
3.9175128494e+00	6.9370361679e+05	1.4677522857e+36
3.9097015334e+00	6.9199599399e+05	1.4641392625e+36
3.9018908563e+00	6.9036463490e+05	1.4606875996e+36
3.8941113249e+00	6.8850194909e+05	1.4567464909e+36
3.8863325457e+00	6.8693796228e+05	1.4534373757e+36
3.8785847820e+00	6.8513583135e+05	1.4496243902e+36
3.8708378816e+00	6.8338998324e+05	1.4459304891e+36
3.8631069424e+00	6.8163434947e+05	1.4422158833e+36
3.8553919584e+00	6.7974913279e+05	1.4382271034e+36
3.8477077281e+00	6.7781341102e+05	1.4341314637e+36
3.8400245762e+00	6.7618862009e+05	1.4306936979e+36
3.8323573597e+00	6.7416637094e+05	1.4264149818e+36
3.8247060713e+00	6.7208652343e+05	1.4220143979e+36
3.8170707036e+00	6.7045995639e+05	1.4185728742e+36
3.8094512485e+00	6.6725242438e+05	1.4117863124e+36
3.8018476980e+00	6.6641565435e+05	1.4100158573e+36
3.7942600434e+00	6.6457198362e+05	1.4061149811e+36
3.7866882760e+00	6.6276474140e+05	1.4022911811e+36
3.7791323868e+00	6.6081589939e+05	1.3981677813e+36
3.7715923663e+00	6.5893865692e+05	1.3941958734e+36
3.7640682049e+00	6.5671131378e+05	1.3894832152e+36
3.7565457810e+00	6.5464726999e+05	1.3851160692e+36
3.7490533640e+00	6.5230159382e+05	1.3801530396e+36
3.7415627759e+00	6.4985438350e+05	1.3749751820e+36
3.7341020605e+00	6.4776984342e+05	1.3705646696e+36
3.7266432633e+00	6.4548041337e+05	1.3657206467e+36
3.7192003719e+00	6.4285240491e+05	1.3601602527e+36
3.7117871513e+00	6.4083418801e+05	1.3558900681e+36
3.7043759793e+00	6.3838213312e+05	1.3507019603e+36
3.6969806759e+00	6.3600463539e+05	1.3456716020e+36
3.6896012279e+00	6.3364471407e+05	1.3406784323e+36
3.6822376222e+00	6.3124311301e+05	1.3355970757e+36
3.6748898452e+00	6.2872769620e+05	1.3302749054e+36
3.6675578832e+00	6.0116516631e+05	1.2719575415e+36
3.6602283250e+00	6.2387116416e+05	1.3199993557e+36
3.6529280044e+00	6.2125903337e+05	1.3144725560e+36
3.6456301654e+00	6.1889939034e+05	1.3094799751e+36
3.6383614275e+00	6.1632859317e+05	1.3040406299e+36
3.6310952473e+00	6.1372200165e+05	1.2985255503e+36
3.6238448994e+00	6.1134125961e+05	1.2934883276e+36
3.6166103681e+00	6.0861044830e+05	1.2877104213e+36
3.6093916370e+00	6.0618781522e+05	1.2825845647e+36
3.6021886898e+00	6.0354390692e+05	1.2769905295e+36
3.5950015099e+00	6.0106408494e+05	1.2717436715e+36
3.5878300804e+00	5.9842852963e+05	1.2661673097e+36
3.5806615630e+00	5.9510663447e+05	1.2591387761e+36
3.5735216341e+00	5.9294217392e+05	1.2545591662e+36
3.5663846845e+00	5.9020453571e+05	1.2487668154e+36
3.5592635172e+00	5.8785252998e+05	1.2437903936e+36
3.5521581137e+00	5.8535884058e+05	1.2385141946e+36
3.5450684553e+00	5.8159981594e+05	1.2305607735e+36
3.5379945232e+00	5.8058949378e+05	1.2284231132e+36
3.5309362984e+00	5.7080564452e+05	1.2077222450e+36
3.5238813439e+00	5.7607403602e+05	1.2188692154e+36
3.5168545253e+00	5.7343987423e+05	1.2132958021e+36
3.5098310367e+00	5.7125067822e+05	1.2086638564e+36
3.5028232756e+00	5.6841564841e+05	1.2026654424e+36
3.4958312213e+00	5.6583559475e+05	1.1972065122e+36
3.4888548532e+00	5.6393137168e+05	1.1931775181e+36
3.4818941504e+00	5.6157212023e+05	1.1881857657e+36
3.4749490920e+00	5.5890421495e+05	1.1825409572e+36
3.4680076296e+00	5.5390808989e+05	1.1719700537e+36
3.4610818650e+00	5.5356829436e+05	1.1712511074e+36
3.4541837073e+00	5.5135425966e+05	1.1665666075e+36
3.4472773404e+00	5.4890969549e+05	1.1613943487e+36
3.4403985358e+00	5.4517753478e+05	1.1534977668e+36
3.4335353397e+00	5.4373818036e+05	1.1504523513e+36
3.4266877294e+00	5.4163610686e+05	1.1460047413e+36
3.4198439867e+00	5.3886647813e+05	1.1401447042e+36
3.4130158773e+00	5.3657204990e+05	1.1352901061e+36
3.4062033776e+00	5.2907024786e+05	1.1194176401e+36
3.3994064636e+00	5.3142794139e+05	1.1244060962e+36
3.3926251115e+00	5.2881709138e+05	1.1188820064e+36
3.3858478332e+00	5.2612122181e+05	1.1131780305e+36
3.3790861599e+00	5.2323798143e+05	1.1070776116e+36
3.3723400668e+00	5.2011488562e+05	1.1004697017e+36
3.3656095287e+00	5.0760558219e+05	1.0740022619e+36
3.3588945206e+00	5.1569247397e+05	1.0911126727e+36
3.3521950173e+00	5.1038006434e+05	1.0798725679e+36
3.3454998009e+00	5.0891899897e+05	1.0767812159e+36
3.3388201277e+00	5.0533027471e+05	1.0691881198e+36
3.3321559716e+00	4.8795651710e+05	1.0324283685e+36
3.3255073061e+00	4.8661162769e+05	1.0295828240e+36
3.3188741051e+00	3.6717741533e+05	7.7688147730e+35
3.3122453711e+00	4.9626842865e+05	1.0500148808e+36
3.3056321360e+00	4.9303967981e+05	1.0431834280e+36
3.2990343726e+00	4.9090315877e+05	1.0386629332e+36
3.2924520537e+00	4.8802689053e+05	1.0325772660e+36
3.2858743547e+00	4.8526697925e+05	1.0267377894e+36
3.2793228854e+00	4.8243567512e+05	1.0207472583e+36
3.2727760668e+00	4.7962962830e+05	1.0148101671e+36
3.2662446679e+00	4.7671788896e+05	1.0086494495e+36
3.2597286602e+00	4.7340043123e+05	1.0016303046e+36
3.2532174320e+00	4.6997760054e+05	9.9438820952e+35
3.2467216228e+00	4.6720118623e+05	9.8851381539e+35
3.2402412036e+00	4.6397034360e+05	9.8167793254e+35
3.2337761451e+00	4.6240545379e+05	9.7836690672e+35
3.2273160026e+00	4.4115224694e+05	9.3339893743e+35
3.2208816197e+00	4.5608790114e+05	9.6500009974e+35
3.2144521770e+00	4.5381272562e+05	9.6018623689e+35
3.2080380602e+00	4.5059594861e+05	9.5338011436e+35
3.2016289888e+00	4.4791848648e+05	9.4771508530e+35
3.1952454747e+00	4.4516294320e+05	9.4188485052e+35
3.1888670274e+00	4.4212912220e+05	9.3546583007e+35
3.1824937384e+00	4.3002483614e+05	9.0985533432e+35
3.1761458740e+00	4.3501990334e+05	9.2042399955e+35
3.1698031869e+00	4.3201740070e+05	9.1407124312e+35
3.1634757741e+00	4.3111228809e+05	9.1215618737e+35
3.1571636042e+00	4.2736559005e+05	9.0422884709e+35
3.1508666459e+00	4.2547704508e+05	9.0023302508e+35
3.1445749792e+00	4.2347091846e+05	8.9598842138e+35
3.1382985401e+00	4.2008083119e+05	8.8881560547e+35
