#Model: R* = 1050.0000   M* = 0.7000  L* = 3.0000e+04  C/O = 1.4000
#r/R*           	r(cm)           	rho(g/cm3)      	p(dyn/cm2)      	T_gas(K)        	T_dust(K)       	v(cm/s)         
1.2882500000e+01	1.1907130000e+15	1.4997250000e-16	2.4175369610e-06	4.6483947239e+02	5.1032781166e+02	1.6140807670e+06
1.3031670000e+01	1.2045020000e+15	1.4625890000e-16	2.3493065256e-06	4.6318968975e+02	5.0772301438e+02	1.6155304443e+06
1.3182570000e+01	1.2184500000e+15	1.4250240000e-16	2.2809478924e-06	4.6156692272e+02	5.0513546820e+02	1.6169610819e+06
1.3335210000e+01	1.2325590000e+15	1.3919180000e-16	2.2202778441e-06	4.5997598333e+02	5.0256475235e+02	1.6183729162e+06
1.3489630000e+01	1.2468310000e+15	1.3606150000e-16	2.1629978131e-06	4.5841866226e+02	5.0001020746e+02	1.6197662358e+06
1.3645830000e+01	1.2612680000e+15	1.3289480000e-16	2.1056396097e-06	4.5689614704e+02	4.9747161740e+02	1.6211413332e+06
1.3803840000e+01	1.2758720000e+15	1.2969160000e-16	2.0482057715e-06	4.5541062084e+02	4.9494899776e+02	1.6224984741e+06
1.3963680000e+01	1.2906450000e+15	1.2645120000e-16	1.9906866199e-06	4.5396391421e+02	4.9244238888e+02	1.6238379262e+06
1.4125380000e+01	1.3055890000e+15	1.2317330000e-16	1.9330755746e-06	4.5255734165e+02	4.8995184800e+02	1.6251599632e+06
1.4288940000e+01	1.3207070000e+15	1.2047550000e-16	1.8850794084e-06	4.5120224438e+02	4.8747666742e+02	1.6264647209e+06
1.4454400000e+01	1.3360000000e+15	1.1775750000e-16	1.8372052118e-06	4.4989341131e+02	4.8501641750e+02	1.6277524989e+06
1.4621770000e+01	1.3514710000e+15	1.1500810000e-16	1.7893296739e-06	4.4864199135e+02	4.8257093965e+02	1.6290234038e+06
1.4791080000e+01	1.3671200000e+15	1.1222680000e-16	1.7413555040e-06	4.4743708022e+02	4.8014059217e+02	1.6302778594e+06
1.4962360000e+01	1.3829510000e+15	1.0941330000e-16	1.6933005153e-06	4.4627686292e+02	4.7772512263e+02	1.6315162778e+06
1.5135610000e+01	1.3989650000e+15	1.0660810000e-16	1.6457296655e-06	4.4515215590e+02	4.7532470923e+02	1.6327390088e+06
1.5310870000e+01	1.4151630000e+15	1.0429370000e-16	1.6061518912e-06	4.4408784960e+02	4.7293899609e+02	1.6339457196e+06
1.5488170000e+01	1.4315490000e+15	1.0195250000e-16	1.5664471500e-06	4.4305575116e+02	4.7056718791e+02	1.6351373628e+06
1.5667510000e+01	1.4481250000e+15	9.9584220000e-17	1.5266242444e-06	4.4205934970e+02	4.6820930865e+02	1.6363141775e+06
1.5848930000e+01	1.4648920000e+15	9.7188480000e-17	1.4866334324e-06	4.4109261021e+02	4.6586555238e+02	1.6374764328e+06
1.6032450000e+01	1.4818540000e+15	9.4765010000e-17	1.4464662343e-06	4.4014771510e+02	4.6353570963e+02	1.6386245564e+06
1.6218100000e+01	1.4990120000e+15	9.2313470000e-17	1.4060960128e-06	4.3922868980e+02	4.6121999947e+02	1.6397587523e+06
1.6405900000e+01	1.5163710000e+15	9.0308360000e-17	1.3728111002e-06	4.3835277637e+02	4.5891760686e+02	1.6408789356e+06
1.6595870000e+01	1.5339310000e+15	8.8301950000e-17	1.3396871082e-06	4.3749607082e+02	4.5662832713e+02	1.6419857169e+06
1.6788040000e+01	1.5516950000e+15	8.6272310000e-17	1.3063754070e-06	4.3665417258e+02	4.5435204647e+02	1.6430794328e+06
1.6982440000e+01	1.5696640000e+15	8.4219170000e-17	1.2728627791e-06	4.3582449976e+02	4.5208895468e+02	1.6441602641e+06
1.7179080000e+01	1.5878410000e+15	8.2142260000e-17	1.2391370449e-06	4.3500441793e+02	4.4983899897e+02	1.6452285041e+06
1.7378010000e+01	1.6062290000e+15	8.0041290000e-17	1.2051869257e-06	4.3419176264e+02	4.4760214329e+02	1.6462844277e+06
1.7579240000e+01	1.6248280000e+15	7.8191820000e-17	1.1752012392e-06	4.3340202133e+02	4.4537841405e+02	1.6473277672e+06
1.7782790000e+01	1.6436420000e+15	7.6487050000e-17	1.1475306547e-06	4.3262980959e+02	4.4316714990e+02	1.6483589246e+06
1.7988710000e+01	1.6626740000e+15	7.4762530000e-17	1.1196624583e-06	4.3186025199e+02	4.4096810173e+02	1.6493784154e+06
1.8197010000e+01	1.6819260000e+15	7.3018050000e-17	1.0915921906e-06	4.3109284359e+02	4.3878133253e+02	1.6503863918e+06
1.8407720000e+01	1.7014000000e+15	7.1253360000e-17	1.0633056065e-06	4.3032145773e+02	4.3660691569e+02	1.6513831506e+06
1.8620870000e+01	1.7211010000e+15	6.9468240000e-17	1.0348042645e-06	4.2954854924e+02	4.3444460495e+02	1.6523689065e+06
1.8836490000e+01	1.7410300000e+15	6.7690410000e-17	1.0065015023e-06	4.2877330954e+02	4.3229457872e+02	1.6533437707e+06
1.9054610000e+01	1.7611900000e+15	6.6249950000e-17	9.8335479657e-07	4.2802125911e+02	4.3015638304e+02	1.6543074008e+06
1.9275250000e+01	1.7815840000e+15	6.4792800000e-17	9.6002034126e-07	4.2726225574e+02	4.2802956914e+02	1.6552605925e+06
1.9498450000e+01	1.8022140000e+15	6.3318770000e-17	9.3649412101e-07	4.2649526838e+02	4.2591419796e+02	1.6562035120e+06
1.9724230000e+01	1.8230830000e+15	6.1827680000e-17	9.1277329131e-07	4.2571770457e+02	4.2381024584e+02	1.6571363237e+06
1.9952620000e+01	1.8441930000e+15	6.0319330000e-17	8.8885417053e-07	4.2492856887e+02	4.2171779859e+02	1.6580591936e+06
