#Wavelength (micron)	Flux (erg s-1 cm-2 micron-1)	 r2 F (cm2 erg s-1 cm-2 micron-1)
4.6583344591e+00	4.1894467931e+05	1.4248508888e+36
4.6536736099e+00	4.3214113691e+05	1.4697326722e+36
4.6490220782e+00	4.3102017778e+05	1.4659202366e+36
4.6443798360e+00	4.3138237029e+05	1.4671520706e+36
4.6397468554e+00	3.0348491636e+05	1.0321667136e+36
4.6351016246e+00	4.3089260844e+05	1.4654863671e+36
4.6304656859e+00	4.3526835907e+05	1.4803685043e+36
4.6258390116e+00	4.3575351979e+05	1.4820185591e+36
4.6212215737e+00	4.3689067888e+05	1.4858860915e+36
4.6166133448e+00	4.3411286853e+05	1.4764386257e+36
4.6119930267e+00	4.3780841645e+05	1.4890073609e+36
4.6073819474e+00	4.3956744743e+05	1.4949899094e+36
4.6027800792e+00	4.3937731880e+05	1.4943432728e+36
4.5981873945e+00	4.3560267374e+05	1.4815055245e+36
4.5936038660e+00	4.3735632548e+05	1.4874697779e+36
4.5890084071e+00	4.3997442237e+05	1.4963740506e+36
4.5844221336e+00	4.4299754668e+05	1.5066558410e+36
4.5798450180e+00	4.4363253967e+05	1.5088154825e+36
4.5752770330e+00	4.4603104678e+05	1.5169729199e+36
4.5706972599e+00	4.4612448013e+05	1.5172906911e+36
4.5661266461e+00	4.4288466707e+05	1.5062719320e+36
4.5615651642e+00	4.4596384284e+05	1.5167443561e+36
4.5570127870e+00	4.4438312813e+05	1.5113682697e+36
4.5524694871e+00	4.4653583970e+05	1.5186897447e+36
4.5479145538e+00	4.4526506584e+05	1.5143677820e+36
4.5433687262e+00	4.4762864457e+05	1.5224064263e+36
4.5388319770e+00	4.5077705290e+05	1.5331143136e+36
4.5343042790e+00	4.4785949082e+05	1.5231915455e+36
4.5297650864e+00	4.5105421116e+05	1.5340569421e+36
4.5252349728e+00	4.5188459553e+05	1.5368811191e+36
4.5207139111e+00	4.5020754828e+05	1.5311774012e+36
4.5162018742e+00	4.5354389804e+05	1.5425244863e+36
4.5116988351e+00	4.5667289039e+05	1.5531663389e+36
4.5071844520e+00	4.5544809256e+05	1.5490007429e+36
4.5026790941e+00	4.5415883812e+05	1.5446159269e+36
4.4981827342e+00	4.5651744750e+05	1.5526376702e+36
4.4936953454e+00	4.5788884738e+05	1.5573018668e+36
4.4891967480e+00	4.5936681595e+05	1.5623285086e+36
4.4847071486e+00	4.6005450656e+05	1.5646673772e+36
4.4802265203e+00	4.6088966493e+05	1.5675077907e+36
4.4757548361e+00	4.5975566231e+05	1.5636509936e+36
4.4712920693e+00	4.5997109363e+05	1.5643836858e+36
4.4668182407e+00	4.6240010381e+05	1.5726448656e+36
4.4623533559e+00	4.6029416726e+05	1.5654824747e+36
4.4578973881e+00	4.6443098867e+05	1.5795520021e+36
4.4534503106e+00	4.6137312897e+05	1.5691520751e+36
4.4489923032e+00	3.1338827004e+05	1.0658484930e+36
4.4445629661e+00	4.6361384972e+05	1.5767728735e+36
4.4401227250e+00	4.6536203264e+05	1.5827185272e+36
4.4356716716e+00	4.6893036856e+05	1.5948546083e+36
4.4312491691e+00	4.6960252573e+05	1.5971406470e+36
4.4268158799e+00	4.7005490359e+05	1.5986792057e+36
4.4223914524e+00	4.6993104294e+05	1.5982579497e+36
4.4179758602e+00	4.7168779095e+05	1.6042327337e+36
4.4135690768e+00	4.7361181708e+05	1.6107764386e+36
4.4091516351e+00	4.7506870594e+05	1.6157313873e+36
4.4047430273e+00	4.7426700328e+05	1.6130047582e+36
4.4003432268e+00	4.7516254159e+05	1.6160505268e+36
4.3959522072e+00	4.7466767453e+05	1.6143674603e+36
4.3915699423e+00	4.7702865686e+05	1.6223972741e+36
4.3871771586e+00	4.7885833889e+05	1.6286201102e+36
4.3827931541e+00	4.7954867340e+05	1.6309679709e+36
4.3784179025e+00	4.8109265277e+05	1.6362191185e+36
4.3740513776e+00	4.7970684636e+05	1.6315059246e+36
4.3696744593e+00	4.8087778108e+05	1.6354883296e+36
4.3653062917e+00	4.8332266641e+05	1.6438035016e+36
4.3609468488e+00	4.8216591460e+05	1.6398693333e+36
4.3565961043e+00	4.8198385835e+05	1.6392501513e+36
4.3522350903e+00	4.7778327484e+05	1.6249637659e+36
4.3478827985e+00	4.8409215078e+05	1.6464205547e+36
4.3435392026e+00	4.8438258356e+05	1.6474083305e+36
4.3392042767e+00	4.8355180616e+05	1.6445828168e+36
4.3348779949e+00	4.8443571375e+05	1.6475890288e+36
4.3305415775e+00	4.8709546919e+05	1.6566349842e+36
4.3262138274e+00	4.8668307834e+05	1.6552324232e+36
4.3218947186e+00	4.8650865725e+05	1.6546392088e+36
4.3175842253e+00	4.8971590318e+05	1.6655472055e+36
4.3132637173e+00	4.9213590463e+05	1.6737777462e+36
4.3089518475e+00	4.9146805160e+05	1.6715063461e+36
4.3046485900e+00	4.9192409466e+05	1.6730573704e+36
4.3003539191e+00	4.9341068221e+05	1.6781133257e+36
4.2960493530e+00	4.9316512124e+05	1.6772781611e+36
4.2917533958e+00	4.9345749711e+05	1.6782725454e+36
4.2874660218e+00	4.9446267027e+05	1.6816911874e+36
4.2831872053e+00	4.9468659901e+05	1.6824527798e+36
4.2789169205e+00	4.9496836149e+05	1.6834110674e+36
4.2746368696e+00	4.9632804376e+05	1.6880354119e+36
4.2703653725e+00	4.9658003730e+05	1.6888924539e+36
4.2661024035e+00	4.9807416147e+05	1.6939740417e+36
4.2618297740e+00	5.0133578703e+05	1.7050669862e+36
4.2575838212e+00	5.0098795646e+05	1.7038839978e+36
4.2533282293e+00	4.9999012978e+05	1.7004903415e+36
4.2490811362e+00	5.0082625552e+05	1.7033340452e+36
4.2448244977e+00	5.0232533313e+05	1.7084324798e+36
4.2405943617e+00	5.0390539539e+05	1.7138063471e+36
4.2363547015e+00	5.0258651002e+05	1.7093207549e+36
4.2321235103e+00	5.0161554312e+05	1.7060184500e+36
4.2279007627e+00	5.0564870992e+05	1.7197354432e+36
4.2236685941e+00	5.0423346216e+05	1.7149221179e+36
4.2194448898e+00	5.0569246941e+05	1.7198842713e+36
4.2152296246e+00	5.0770597544e+05	1.7267323016e+36
4.2110227732e+00	5.0667531922e+05	1.7232269905e+36
4.2068243104e+00	5.0894851518e+05	1.7309582387e+36
4.2026165491e+00	5.1068532112e+05	1.7368651987e+36
4.1984171967e+00	5.0972788182e+05	1.7336089019e+36
4.1942262282e+00	5.0991768197e+05	1.7342544213e+36
4.1900436184e+00	5.1200026369e+05	1.7413373813e+36
4.1858518208e+00	5.1286976125e+05	1.7442945841e+36
4.1816684021e+00	5.1341959217e+05	1.7461645853e+36
4.1774933369e+00	5.1180770546e+05	1.7406824815e+36
4.1733091838e+00	5.1314966871e+05	1.7452465627e+36
4.1691507857e+00	5.1569939052e+05	1.7539182885e+36
4.1649833192e+00	5.1440101458e+05	1.7495024499e+36
4.1608241761e+00	5.1348725040e+05	1.7463946942e+36
4.1566733312e+00	5.1441546439e+05	1.7495515944e+36
4.1525135164e+00	5.1554048001e+05	1.7533778263e+36
4.1483620193e+00	5.1639199639e+05	1.7562738742e+36
4.1442188148e+00	5.1626789346e+05	1.7558517942e+36
4.1400838781e+00	5.1743526828e+05	1.7598220918e+36
4.1359400785e+00	5.1704631722e+05	1.7584992507e+36
4.1318045656e+00	5.1818684153e+05	1.7623782284e+36
4.1276773147e+00	5.1900016191e+05	1.7651443699e+36
4.1235583009e+00	5.2234771707e+05	1.7765295651e+36
4.1194474997e+00	5.1945407908e+05	1.7666881639e+36
4.1153279505e+00	5.2047144792e+05	1.7701482840e+36
4.1112166323e+00	5.2128050442e+05	1.7728999238e+36
4.1071135206e+00	5.2150361170e+05	1.7736587224e+36
4.1030017561e+00	5.2270986931e+05	1.7777612622e+36
4.0988982162e+00	5.2400169128e+05	1.7821548105e+36
4.0948028762e+00	5.2417188615e+05	1.7827336514e+36
4.0907157116e+00	5.2454657025e+05	1.7840079699e+36
4.0866366980e+00	5.2686594706e+05	1.7918962813e+36
4.0825491437e+00	5.2510721346e+05	1.7859147443e+36
4.0784697581e+00	5.2645646063e+05	1.7905035984e+36
4.0743985169e+00	5.2887892467e+05	1.7987425145e+36
4.0703353956e+00	5.2821681729e+05	1.7964906556e+36
4.0662638355e+00	5.2635717011e+05	1.7901659066e+36
4.0622004127e+00	5.2914976235e+05	1.7996636463e+36
4.0581451030e+00	5.2845344685e+05	1.7972954441e+36
4.0540814465e+00	5.2770952312e+05	1.7947653239e+36
4.0500423229e+00	5.2090756044e+05	1.7716315235e+36
4.0459948697e+00	5.2592212081e+05	1.7886862831e+36
4.0419554981e+00	5.2893120566e+05	1.7989203246e+36
4.0379078792e+00	5.2778064507e+05	1.7950072130e+36
4.0338846309e+00	5.3425578083e+05	1.8170294594e+36
4.0298531522e+00	5.2926320962e+05	1.8000494859e+36
4.0258297235e+00	5.2559292895e+05	1.7875666859e+36
4.0217981460e+00	5.3161009874e+05	1.8080313681e+36
4.0177746350e+00	5.3271904664e+05	1.8118029529e+36
4.0137752767e+00	5.3155141607e+05	1.8078317855e+36
4.0097517162e+00	5.3177861556e+05	1.8086045018e+36
4.0057522602e+00	5.3257603159e+05	1.8113165519e+36
4.0017447607e+00	5.3267099813e+05	1.8116395376e+36
3.9977612537e+00	5.3440422658e+05	1.8175343305e+36
3.9937537691e+00	5.3286411592e+05	1.8122963405e+36
3.9897702291e+00	5.3776842188e+05	1.8289761196e+36
3.9857787415e+00	5.2401990104e+05	1.7822167427e+36
3.9817952322e+00	5.3287301259e+05	1.8123265985e+36
3.9778196775e+00	5.2324458517e+05	1.7795798564e+36
3.9738520535e+00	5.3725546068e+05	1.8272315140e+36
3.9698765765e+00	5.3797596612e+05	1.8296819875e+36
3.9659090458e+00	5.3208214315e+05	1.8096368137e+36
3.9619494376e+00	5.2287898831e+05	1.7783364440e+36
3.9579977281e+00	5.1958256306e+05	1.7671251441e+36
3.9540382593e+00	5.3734529338e+05	1.8275370393e+36
3.9500867044e+00	5.3441773417e+05	1.8175802704e+36
3.9461430398e+00	5.3596787640e+05	1.8228523783e+36
3.9422072418e+00	5.3687119994e+05	1.8259246249e+36
3.9382637770e+00	5.3436465945e+05	1.8173997608e+36
3.9343281938e+00	5.3969983097e+05	1.8355449343e+36
3.9304004685e+00	5.2827456583e+05	1.7966870611e+36
3.9264805777e+00	5.4100655036e+05	1.8399891494e+36
3.9225531114e+00	5.3905211181e+05	1.8333420104e+36
3.9186334941e+00	5.0623840820e+05	1.7217410352e+36
3.9147217024e+00	5.3342792390e+05	1.8142138784e+36
3.9108024184e+00	5.2558132317e+05	1.7875272141e+36
3.9069062382e+00	5.2853695595e+05	1.7975794625e+36
3.9030025799e+00	5.3881831431e+05	1.8325468539e+36
3.8990915117e+00	5.3207773591e+05	1.8096218245e+36
3.8952034465e+00	5.4100886511e+05	1.8399970220e+36
3.8913079854e+00	5.3488560034e+05	1.8191715057e+36
3.8874203079e+00	5.3689255612e+05	1.8259972582e+36
3.8835403908e+00	5.4027330830e+05	1.8374953581e+36
3.8796531590e+00	5.3805187797e+05	1.8299401673e+36
3.8757887230e+00	5.3223445428e+05	1.8101548311e+36
3.8719169861e+00	5.1780972106e+05	1.7610956236e+36
3.8680380151e+00	5.4471533447e+05	1.8526029015e+36
3.8641817402e+00	5.3082298853e+05	1.8053543686e+36
3.8603182446e+00	5.3803892849e+05	1.8298961255e+36
3.8564624670e+00	5.1710600282e+05	1.7587022443e+36
3.8526143841e+00	5.1567645453e+05	1.7538402821e+36
3.8487591600e+00	5.3736906754e+05	1.8276178964e+36
3.8449116439e+00	5.3309267861e+05	1.8130736931e+36
3.8410718127e+00	4.7914166610e+05	1.6295837196e+36
3.8372396433e+00	4.4910960467e+05	1.5274432425e+36
3.8334004178e+00	4.7558046355e+05	1.6174718994e+36
3.8295688671e+00	5.2596383634e+05	1.7888281597e+36
3.8257449682e+00	5.5134843506e+05	1.8751623938e+36
3.8219286981e+00	5.4706070372e+05	1.8605796145e+36
3.8181054561e+00	4.9990499369e+05	1.7002007896e+36
3.8142898555e+00	5.2736144718e+05	1.7935815009e+36
3.8104818735e+00	5.0736051974e+05	1.7255573903e+36
3.8066814873e+00	5.1804223158e+05	1.7618864030e+36
3.8028742123e+00	5.3633668375e+05	1.8241067097e+36
3.7990745454e+00	5.1762367873e+05	1.7604628848e+36
3.7952824639e+00	4.6984969894e+05	1.5979812949e+36
3.7914835696e+00	5.1882719140e+05	1.7645560889e+36
3.7877066194e+00	4.5819052468e+05	1.5583278857e+36
3.7839228685e+00	5.3641378530e+05	1.8243689358e+36
3.7801323802e+00	5.5506779957e+05	1.8878121304e+36
3.7763637394e+00	5.1102875338e+05	1.7380332283e+36
3.7725883729e+00	5.3520550260e+05	1.8202595085e+36
3.7688205476e+00	4.7679013041e+05	1.6215860342e+36
3.7650602410e+00	5.5922129236e+05	1.9019383580e+36
3.7612932831e+00	4.8073824203e+05	1.6350137507e+36
3.7575338554e+00	5.7350501387e+05	1.9505179779e+36
3.7537819353e+00	5.4464624610e+05	1.8523679287e+36
3.7500375004e+00	4.9485943786e+05	1.6830406130e+36
3.7462864935e+00	5.2185736826e+05	1.7748618653e+36
3.7425429831e+00	5.4604193899e+05	1.8571147469e+36
3.7388069467e+00	5.4595575952e+05	1.8568216464e+36
3.7350644112e+00	5.5713965309e+05	1.8948586033e+36
3.7313432836e+00	5.5644126808e+05	1.8924833624e+36
3.7276156679e+00	4.9210057103e+05	1.6736575749e+36
3.7238816253e+00	5.7152711876e+05	1.9437910621e+36
3.7201688957e+00	5.4790273856e+05	1.8634434152e+36
3.7164497499e+00	5.5945942371e+05	1.9027482541e+36
3.7127380329e+00	5.7506508286e+05	1.9558238471e+36
3.7090337225e+00	5.4933042780e+05	1.8682990546e+36
3.7053230671e+00	5.7684412249e+05	1.9618744460e+36
3.7016198288e+00	5.6424887569e+05	1.9190374093e+36
3.6979239855e+00	5.7956374241e+05	1.9711240034e+36
3.6942355149e+00	5.7320554712e+05	1.9494994772e+36
3.6905407749e+00	5.8479749444e+05	1.9889242443e+36
3.6868534181e+00	5.6707757650e+05	1.9286579560e+36
3.6831734222e+00	5.7860101561e+05	1.9678497235e+36
3.6794872267e+00	5.7925912993e+05	1.9700880018e+36
3.6758084022e+00	5.8908918204e+05	2.0035204791e+36
3.6721369266e+00	5.7772045398e+05	1.9648548913e+36
3.6684727781e+00	5.9478976020e+05	2.0229084180e+36
3.6648025038e+00	5.8472930412e+05	1.9886923258e+36
3.6611529703e+00	5.7779232730e+05	1.9650993359e+36
3.6574839436e+00	5.9036952228e+05	2.0078749775e+36
3.6538356139e+00	5.6926417883e+05	1.9360946951e+36
3.6501812315e+00	5.9480144531e+05	2.0229481596e+36
3.6465341516e+00	5.9383370397e+05	2.0196568251e+36
3.6428943524e+00	5.9542627446e+05	2.0250732335e+36
3.6392618121e+00	5.9842453034e+05	2.0352704451e+36
3.6356232913e+00	5.9676909459e+05	2.0296402289e+36
3.6319920387e+00	5.9831576203e+05	2.0349005189e+36
3.6283548676e+00	6.0087155900e+05	2.0435929066e+36
3.6247381127e+00	5.9332662505e+05	2.0179322254e+36
3.6211154484e+00	5.9780667728e+05	2.0331690973e+36
3.6175000181e+00	6.0273204748e+05	2.0499205169e+36
3.6138787399e+00	6.0157560912e+05	2.0459874147e+36
3.6102777387e+00	5.5659317924e+05	1.8930000196e+36
3.6066708985e+00	5.9574016720e+05	2.0261407977e+36
3.6030582759e+00	6.0157507909e+05	2.0459856121e+36
3.5994658393e+00	6.0127198704e+05	2.0449547815e+36
3.5958676289e+00	6.0439315020e+05	2.0555700067e+36
3.5922766053e+00	6.0609997246e+05	2.0613749908e+36
3.5886927469e+00	6.0642054939e+05	2.0624652883e+36
3.5851031793e+00	6.0011271695e+05	2.0410120485e+36
3.5815207854e+00	6.0768615799e+05	2.0667696836e+36
3.5779455437e+00	6.0686982171e+05	2.0639932849e+36
3.5743646567e+00	6.0825454572e+05	2.0687027975e+36
3.5708036808e+00	6.1160166749e+05	2.0800865187e+36
3.5672243427e+00	6.1131866159e+05	2.0791240021e+36
3.5636648730e+00	6.1179393598e+05	2.0807404330e+36
3.5601124996e+00	6.1109259701e+05	2.0783551457e+36
3.5565545522e+00	6.1173730557e+05	2.0805478303e+36
3.5529910855e+00	6.1268997493e+05	2.0837879043e+36
3.5494473510e+00	6.1099991777e+05	2.0780399391e+36
3.5458981051e+00	6.1195136841e+05	2.0812758683e+36
3.5423559501e+00	6.1243975328e+05	2.0829368886e+36
3.5388208649e+00	6.1597314214e+05	2.0949541130e+36
3.5352803301e+00	6.1284230422e+05	2.0843059835e+36
3.5317593459e+00	6.1596323469e+05	2.0949204173e+36
3.5282204714e+00	6.1458065631e+05	2.0902182021e+36
3.5247011053e+00	6.1694504764e+05	2.0982596101e+36
3.5211763546e+00	6.1645817482e+05	2.0966037324e+36
3.5176586464e+00	6.1788460588e+05	2.1014550926e+36
3.5141479597e+00	6.1911795675e+05	2.1056497779e+36
3.5106319489e+00	6.2039891279e+05	2.1100063706e+36
3.5071352667e+00	6.1598862492e+05	2.0950067707e+36
3.5036209923e+00	6.1885595142e+05	2.1047586852e+36
3.5001260045e+00	6.2046363255e+05	2.1102264856e+36
3.4966257561e+00	6.2193118295e+05	2.1152176947e+36
3.4931325015e+00	6.1986690948e+05	2.1081970020e+36
3.4896462197e+00	6.2003632091e+05	2.1087731783e+36
3.4861547365e+00	6.1852351222e+05	2.1036280436e+36
3.4826823620e+00	6.2182380741e+05	2.1148525054e+36
3.4791926881e+00	6.2094011414e+05	2.1118470223e+36
3.4757220813e+00	6.2309035886e+05	2.1191601074e+36
3.4722463350e+00	6.2333547836e+05	2.1199937706e+36
3.4687775334e+00	6.2452661791e+05	2.1240448931e+36
3.4653156556e+00	6.2300120211e+05	2.1188568811e+36
3.4618606809e+00	6.2482668430e+05	2.1250654333e+36
3.4584006280e+00	6.2573712025e+05	2.1281618695e+36
3.4549355482e+00	6.2624104844e+05	2.1298757534e+36
3.4514893176e+00	6.2424708609e+05	2.1230941921e+36
3.4480380663e+00	6.2626875563e+05	2.1299699869e+36
3.4445937102e+00	6.2714639955e+05	2.1329548958e+36
3.4411562285e+00	6.2619539747e+05	2.1297204923e+36
3.4377137828e+00	6.2644259511e+05	2.1305612232e+36
3.4342900121e+00	6.2729658804e+05	2.1334656940e+36
3.4308495126e+00	6.2662826243e+05	2.1311926867e+36
3.4274276470e+00	6.2650040368e+05	2.1307578330e+36
3.4240008765e+00	6.2804885801e+05	2.1360242002e+36
3.4205809515e+00	6.2688731952e+05	2.1320737522e+36
3.4171678513e+00	6.2542588810e+05	2.1271033541e+36
3.4137499019e+00	6.2876338386e+05	2.1384543368e+36
3.4103387831e+00	6.2819709950e+05	2.1365283766e+36
3.4069344744e+00	6.2915876975e+05	2.1397990631e+36
3.4035253716e+00	6.2927312985e+05	2.1401880073e+36
3.4001346453e+00	6.2923711091e+05	2.1400655051e+36
3.3967275926e+00	6.3035192825e+05	2.1438570522e+36
3.3933388758e+00	6.3086401485e+05	2.1455986832e+36
3.3899454219e+00	6.2891852146e+05	2.1389819672e+36
3.3865587483e+00	6.3099439635e+05	2.1460421169e+36
3.3831788348e+00	6.2977841534e+05	2.1419065073e+36
3.3797942381e+00	6.3065026496e+05	2.1448717096e+36
3.3764278069e+00	6.3098530435e+05	2.1460111946e+36
3.3730453202e+00	6.2890251679e+05	2.1389275345e+36
3.3696809586e+00	6.3270877911e+05	2.1518728147e+36
3.3663119696e+00	6.2667788786e+05	2.1313614651e+36
3.3629497105e+00	6.2482681071e+05	2.1250658632e+36
3.3595941610e+00	6.2808977724e+05	2.1361633684e+36
3.3562340369e+00	6.2973921980e+05	2.1417732015e+36
3.3528806274e+00	6.2639941479e+05	2.1304143649e+36
3.3495339124e+00	6.2657407839e+05	2.1310084042e+36
3.3461826748e+00	6.2782653361e+05	2.1352680643e+36
3.3428493110e+00	6.2341251445e+05	2.1202557740e+36
3.3395002772e+00	6.2635112331e+05	2.1302501233e+36
3.3361690770e+00	6.2172937122e+05	2.1145313234e+36
3.3328334083e+00	6.2458352988e+05	2.1242384535e+36
3.3295044033e+00	6.2371760044e+05	2.1212933860e+36
3.3261820419e+00	6.1514806548e+05	2.0921479879e+36
3.3228552631e+00	6.1940857282e+05	2.1066381770e+36
3.3195351323e+00	6.1804405955e+05	2.1019974022e+36
3.3162216297e+00	6.1497240045e+05	2.0915505427e+36
3.3129037601e+00	6.1701033345e+05	2.0984816503e+36
3.3096034764e+00	6.1919278461e+05	2.1059042710e+36
3.3062878983e+00	6.1327621178e+05	2.0857817239e+36
3.3029898664e+00	6.0934325330e+05	2.0724055440e+36
3.2996875196e+00	6.1877981236e+05	2.1044997327e+36
3.2963917696e+00	6.1933030061e+05	2.1063719695e+36
3.2931025966e+00	6.1573884638e+05	2.0941572619e+36
3.2898091582e+00	6.0880145359e+05	2.0705628573e+36
3.2865223007e+00	5.9798606936e+05	2.0337792183e+36
3.2832420045e+00	6.1459858287e+05	2.0902791712e+36
3.2799574918e+00	6.1106095499e+05	2.0782475296e+36
3.2766795440e+00	6.0688762057e+05	2.0640538197e+36
3.2734081416e+00	6.0671035385e+05	2.0634509271e+36
3.2701432650e+00	6.0470537836e+05	2.0566319096e+36
3.2668742221e+00	6.0047935195e+05	2.0422589917e+36
3.2636117085e+00	5.9721751411e+05	2.0311653252e+36
3.2603450749e+00	5.9093066369e+05	2.0097834463e+36
3.2570955827e+00	5.9987389442e+05	2.0401998017e+36
3.2538419739e+00	6.0532196215e+05	2.0587289405e+36
3.2505842925e+00	5.9390186989e+05	2.0198886606e+36
3.2473436729e+00	6.0027694848e+05	2.0415706078e+36
3.2440989839e+00	5.7926820304e+05	1.9701188599e+36
3.2408607726e+00	5.4223049259e+05	1.8441518354e+36
3.2376185373e+00	5.8992296894e+05	2.0063562282e+36
3.2343827827e+00	5.9299454991e+05	2.0168028220e+36
3.2311534895e+00	5.6832968798e+05	1.9329164471e+36
3.2279202187e+00	5.6293048492e+05	1.9145534992e+36
3.2247038110e+00	5.6763354677e+05	1.9305488375e+36
3.2214834287e+00	5.3997130152e+05	1.8364682186e+36
3.2182591149e+00	5.6681916799e+05	1.9277790963e+36
3.2150412490e+00	5.8341661288e+05	1.9842278001e+36
3.2118298116e+00	5.7977071743e+05	1.9718279353e+36
3.2086247834e+00	5.2201145773e+05	1.7753859310e+36
3.2054158707e+00	5.4658553914e+05	1.8589635570e+36
3.2022133699e+00	5.1639090930e+05	1.7562701770e+36
3.1990172619e+00	5.6073569969e+05	1.9070889297e+36
3.1958275276e+00	5.1400132567e+05	1.7481430888e+36
3.1926339549e+00	5.3945996630e+05	1.8347291431e+36
3.1894365860e+00	5.6436350394e+05	1.9194272655e+36
3.1862557671e+00	5.4128831606e+05	1.8409474480e+36
3.1830711544e+00	5.6528862754e+05	1.9225736551e+36
3.1798929012e+00	4.4772948345e+05	1.5227493842e+36
3.1767108971e+00	4.2894004145e+05	1.4588455934e+36
3.1735453262e+00	4.3768276585e+05	1.4885800172e+36
3.1703659553e+00	4.4706874336e+05	1.5205021755e+36
3.1672029797e+00	4.6450894673e+05	1.5798171412e+36
3.1640362978e+00	4.2256099191e+05	1.4371501409e+36
3.1608759419e+00	5.3913632261e+05	1.8336284154e+36
3.1577218931e+00	5.2127274790e+05	1.7728735435e+36
3.1545641812e+00	3.6911470539e+05	1.2553767646e+36
3.1514127783e+00	4.2426818988e+05	1.4429564028e+36
3.1482676657e+00	4.4692366994e+05	1.5200087739e+36
3.1451189327e+00	4.1787701558e+05	1.4212197134e+36
3.1419764917e+00	4.1980419527e+05	1.4277741437e+36
3.1388403241e+00	4.2828848294e+05	1.4566296118e+36
3.1357005782e+00	3.9545106821e+05	1.3449479940e+36
3.1325769204e+00	4.9608975283e+05	1.6872249730e+36
3.1294398928e+00	4.3431411746e+05	1.4771230829e+36
3.1263189158e+00	4.4965872723e+05	1.5293108345e+36
3.1231944032e+00	3.5506419481e+05	1.2075903062e+36
3.1200761299e+00	4.5385729306e+05	1.5435903577e+36
3.1169543616e+00	4.3407960520e+05	1.4763254955e+36
3.1138388339e+00	3.3521912637e+05	1.1400962794e+36
3.1107295283e+00	4.3682694016e+05	1.4856693131e+36
3.1076264260e+00	4.1230899919e+05	1.4022826234e+36
3.1045198705e+00	2.4925935585e+05	8.4774298914e+35
3.1014195197e+00	2.7335793016e+05	9.2970339278e+35
3.0983157556e+00	4.9716235870e+05	1.6908729569e+36
3.0952277778e+00	4.3388220336e+05	1.4756541224e+36
3.0921363880e+00	2.6254721455e+05	8.9293563203e+35
3.0890416248e+00	4.4670131133e+05	1.5192525216e+36
3.0859530503e+00	3.3335172183e+05	1.1337451472e+36
3.0828706458e+00	2.7971928996e+05	9.5133868169e+35
3.0797943929e+00	3.9405730152e+05	1.3402077268e+36
3.0767148070e+00	2.0644585516e+05	7.0213222589e+35
3.0736413737e+00	4.8487400330e+05	1.6490796725e+36
3.0705740745e+00	4.9034281770e+05	1.6676793718e+36
3.0675034816e+00	3.6759615867e+05	1.2502121145e+36
3.0644390238e+00	3.7821715244e+05	1.2863346223e+36
3.0613806827e+00	3.9952443184e+05	1.3588016984e+36
3.0583190867e+00	3.1392648308e+05	1.0676789813e+36
3.0552636081e+00	4.7741191550e+05	1.6237007550e+36
3.0522142288e+00	3.1734357547e+05	1.0793006760e+36
3.0491616330e+00	3.5208561584e+05	1.1974600167e+36
3.0461151371e+00	2.8218210114e+05	9.5971482027e+35
3.0430747227e+00	4.6411758204e+05	1.5784860912e+36
3.0400403717e+00	4.1763841195e+05	1.4204082110e+36
3.0370028426e+00	2.5806405656e+05	8.7768819730e+35
3.0339621726e+00	3.5434431469e+05	1.2051419594e+36
3.0309367716e+00	3.7428753388e+05	1.2729698016e+36
3.0279082302e+00	3.6192543254e+05	1.2309257038e+36
3.0248857349e+00	2.7280271449e+05	9.2781507775e+35
3.0218601362e+00	1.6655857405e+05	5.6647367537e+35
3.0188405841e+00	3.5997921685e+05	1.2243065312e+36
3.0158270604e+00	3.0504340913e+05	1.0374672220e+36
3.0128104701e+00	4.2070349231e+05	1.4308326959e+36
3.0097999085e+00	4.4690817394e+05	1.5199560713e+36
3.0067953575e+00	3.8637706929e+05	1.3140868897e+36
3.0037877764e+00	3.1939478550e+05	1.0862769393e+36
3.0007952107e+00	2.1234785386e+05	7.2220520571e+35
2.9977906283e+00	4.4228267267e+05	1.5042245203e+36
2.9948010254e+00	2.9837814103e+05	1.0147983264e+36
2.9918084285e+00	5.1258555982e+05	1.7433280014e+36
2.9888218064e+00	5.4410935008e+05	1.8505419196e+36
2.9858322261e+00	4.2650656750e+05	1.4505692321e+36
2.9828486204e+00	3.6760701065e+05	1.2502490226e+36
2.9798709716e+00	4.6742100915e+05	1.5897212048e+36
2.9768903998e+00	4.9423731507e+05	1.6809247436e+36
2.9739157847e+00	5.4160756801e+05	1.8420332392e+36
2.9709471082e+00	3.4219607976e+05	1.1638252315e+36
2.9679755439e+00	5.4388766045e+05	1.8497879426e+36
2.9650187093e+00	5.4511568373e+05	1.8539645085e+36
2.9620502127e+00	5.6837902729e+05	1.9330842524e+36
2.9590964103e+00	5.1761944615e+05	1.7604484896e+36
2.9561397545e+00	5.6872532359e+05	1.9342620227e+36
2.9531802798e+00	5.4388028532e+05	1.8497628594e+36
2.9502354288e+00	5.7418178207e+05	1.9528196989e+36
2.9472877584e+00	5.7851221657e+05	1.9675477137e+36
2.9443459724e+00	5.5838797479e+05	1.8991042051e+36
2.9414014013e+00	5.9176160792e+05	2.0126095273e+36
2.9384627138e+00	5.7952860463e+05	1.9710044981e+36
2.9355298925e+00	5.9211659686e+05	2.0138168617e+36
2.9325943196e+00	5.9769516395e+05	2.0327898351e+36
