#Wavelength (micron)	Flux (erg s-1 cm-2 micron-1)	 r2 F (cm2 erg s-1 cm-2 micron-1)
1.5196413646e+01	1.2242440444e+04	4.1637125400e+34
1.5181417944e+01	1.2943748926e+04	4.4022309082e+34
1.5166221791e+01	1.3561242498e+04	4.6122434252e+34
1.5151056029e+01	1.3550549175e+04	4.6086065748e+34
1.5135920567e+01	1.3089925900e+04	4.4519463964e+34
1.5120815314e+01	1.3786955849e+04	4.6890096152e+34
1.5105740181e+01	1.4570582764e+04	4.9555248765e+34
1.5090467352e+01	1.4624896990e+04	4.9739974044e+34
1.5075452640e+01	1.4542127365e+04	4.9458470592e+34
1.5060467778e+01	1.4629201177e+04	4.9754612788e+34
1.5045286312e+01	1.2845764239e+04	4.3689058478e+34
1.5030361330e+01	1.3685754522e+04	4.6545905601e+34
1.5015240469e+01	1.3901383192e+04	4.7279269016e+34
1.5000375009e+01	1.3708966853e+04	4.6624851847e+34
1.4985314392e+01	1.3661969124e+04	4.6465010322e+34
1.4970283986e+01	1.4913253786e+04	5.0720689296e+34
1.4955507366e+01	1.4931387180e+04	5.0782361837e+34
1.4940536664e+01	1.4049477415e+04	4.7782944553e+34
1.4925595904e+01	1.4213651570e+04	4.8341308704e+34
1.4910684997e+01	1.4092990833e+04	4.7930935767e+34
1.4895803852e+01	1.4711421499e+04	5.0034248038e+34
1.4880952381e+01	1.3562249484e+04	4.6125859058e+34
1.4865909496e+01	1.4647937513e+04	4.9818335964e+34
1.4851117547e+01	1.4444235937e+04	4.9125537163e+34
1.4836355004e+01	1.4699485436e+04	4.9993652916e+34
1.4821402105e+01	1.5258351499e+04	5.1894383122e+34
1.4806698550e+01	1.5520289430e+04	5.2785246551e+34
1.4791805340e+01	1.5066991172e+04	5.1243557498e+34
1.4777160421e+01	1.3802293388e+04	4.6942259855e+34
1.4762326543e+01	1.4157534416e+04	4.8150451579e+34
1.4747522416e+01	1.4636456771e+04	4.9779289413e+34
1.4732965009e+01	1.4408176442e+04	4.9002897097e+34
1.4718219684e+01	1.3415342200e+04	4.5626220361e+34
1.4703503845e+01	1.4853306449e+04	5.0516805538e+34
1.4688817403e+01	1.5810522040e+04	5.3772341538e+34
1.4674160271e+01	1.6001650199e+04	5.4422377547e+34
1.4659317462e+01	1.4756644863e+04	5.0188054860e+34
1.4644719114e+01	1.5029718308e+04	5.1116790705e+34
1.4630149813e+01	1.5150303684e+04	5.1526907335e+34
1.4615609471e+01	1.3240053606e+04	4.5030055470e+34
1.4600884814e+01	1.5318394324e+04	5.2098591642e+34
1.4586402556e+01	1.6455824960e+04	5.5967047629e+34
1.4571736660e+01	1.5704456983e+04	5.3411609204e+34
1.4557312138e+01	1.6044933859e+04	5.4569587344e+34
1.4542704652e+01	1.6720714216e+04	5.6867948655e+34
1.4528126453e+01	1.5106474520e+04	5.1377842253e+34
1.4513577452e+01	1.3509710604e+04	4.5947171817e+34
1.4499057561e+01	1.5639786545e+04	5.3191661952e+34
1.4484566694e+01	1.4755894549e+04	5.0185503005e+34
1.4470104764e+01	1.4269187232e+04	4.8530188146e+34
1.4455671683e+01	1.6677552686e+04	5.6721154226e+34
1.4441267366e+01	1.5343650275e+04	5.2184488338e+34
1.4426891726e+01	1.5937163261e+04	5.4203054384e+34
1.4412336960e+01	1.6424798548e+04	5.5861525317e+34
1.4398018833e+01	1.5684194995e+04	5.3342697217e+34
1.4383729126e+01	1.6929810330e+04	5.7579094537e+34
1.4369261276e+01	1.5454761690e+04	5.2562383574e+34
1.4355028567e+01	1.7192649419e+04	5.8473022850e+34
1.4340618367e+01	1.6022471022e+04	5.4493190159e+34
1.4326237071e+01	1.7370352108e+04	5.9077398190e+34
1.4311884589e+01	1.6623712942e+04	5.6538042682e+34
1.4297560836e+01	1.5344232498e+04	5.2186468507e+34
1.4283469740e+01	1.7306258705e+04	5.8859413463e+34
1.4269202780e+01	1.6830889471e+04	5.7242659966e+34
1.4254761090e+01	1.7052392823e+04	5.7996003458e+34
1.4240551394e+01	1.7130922612e+04	5.8263087026e+34
1.4226369999e+01	1.7662840439e+04	6.0072164994e+34
1.4212216822e+01	1.7868289129e+04	6.0770905812e+34
1.4197890194e+01	1.6261331927e+04	5.5305567520e+34
1.4183793597e+01	1.7874865581e+04	6.0793272639e+34
1.4169524187e+01	1.7463374299e+04	5.9393771113e+34
1.4155483834e+01	1.7297883672e+04	5.8830929574e+34
1.4141271300e+01	1.6227525606e+04	5.5190590607e+34
1.4127286855e+01	1.7817750978e+04	6.0599023142e+34
1.4113130857e+01	1.7970554360e+04	6.1118714752e+34
1.4099003200e+01	1.5765165259e+04	5.3618080957e+34
1.4084903800e+01	1.6496680582e+04	5.6105999550e+34
1.4070832571e+01	1.6009401337e+04	5.4448739536e+34
1.4056789429e+01	1.8739226904e+04	6.3733006833e+34
1.4042774290e+01	1.8264501035e+04	6.2118441450e+34
1.4028787071e+01	1.8735558045e+04	6.3720528869e+34
1.4014631275e+01	1.7762712392e+04	6.0411834279e+34
1.4000700035e+01	1.8305685236e+04	6.2258510890e+34
1.3986600836e+01	1.5724080888e+04	5.3478351046e+34
1.3972725240e+01	1.8939648502e+04	6.4414650274e+34
1.3958682300e+01	1.8634180255e+04	6.3375738156e+34
1.3944862016e+01	1.8739178225e+04	6.3732841274e+34
1.3930874998e+01	1.6176666757e+04	5.5017617230e+34
1.3916916011e+01	1.8239250336e+04	6.2032562617e+34
1.3902984971e+01	1.8866061604e+04	6.4164377714e+34
1.3889081793e+01	1.8747093673e+04	6.3759762093e+34
1.3875398918e+01	1.8318708300e+04	6.2302802953e+34
1.3861358690e+01	1.9226439013e+04	6.5390038517e+34
1.3847538600e+01	1.7424690534e+04	5.9262205777e+34
1.3833746040e+01	1.7516535963e+04	5.9574576474e+34
1.3819980928e+01	1.7082681939e+04	5.8099018188e+34
1.3806052573e+01	1.9575772413e+04	6.6578138115e+34
1.3792342491e+01	1.6357515062e+04	5.5632690962e+34
1.3778469763e+01	1.9358921843e+04	6.5840618955e+34
1.3764814381e+01	1.8782592197e+04	6.3880494269e+34
1.3750996947e+01	1.9837282073e+04	6.7467544972e+34
1.3737395939e+01	2.0125447770e+04	6.8447610291e+34
1.3723633469e+01	1.9175417493e+04	6.5216511887e+34
1.3709898547e+01	1.7386399533e+04	5.9131976251e+34
1.3696191089e+01	1.8992895830e+04	6.4595746983e+34
1.3682511014e+01	1.6591829586e+04	5.6429605862e+34
1.3668858240e+01	2.0273996876e+04	6.8952832902e+34
1.3655232685e+01	1.6509516675e+04	5.6149655719e+34
1.3641448176e+01	1.9039631136e+04	6.4754695992e+34
1.3627877186e+01	1.9719448641e+04	6.7066787837e+34
1.3614333170e+01	1.6914879342e+04	5.7528313532e+34
1.3600631069e+01	1.9601530046e+04	6.6665741056e+34
1.3587141130e+01	1.9641322386e+04	6.6801076707e+34
1.3573493682e+01	1.8767019072e+04	6.3827529325e+34
1.3560057495e+01	2.0832168250e+04	7.0851200439e+34
1.3546464373e+01	2.1137994332e+04	7.1891329569e+34
1.3532898476e+01	1.9859802605e+04	6.7544138381e+34
1.3519359723e+01	2.0334120397e+04	6.9157315872e+34
1.3505848032e+01	2.0241504673e+04	6.8842325367e+34
1.3492363322e+01	2.1320454252e+04	7.2511884483e+34
1.3478905513e+01	2.1341630697e+04	7.2583906582e+34
1.3465474523e+01	2.1874686421e+04	7.4396854594e+34
1.3451889318e+01	1.7420504102e+04	5.9247967520e+34
1.3438512088e+01	2.1484626240e+04	7.3070241263e+34
1.3425161438e+01	2.1893346915e+04	7.4460319825e+34
1.3411657413e+01	2.1666147179e+04	7.3687602659e+34
1.3398360041e+01	2.1533570634e+04	7.3236703489e+34
1.3384909853e+01	1.8972728986e+04	6.4527158582e+34
1.3371486642e+01	2.2032330197e+04	7.4933008614e+34
1.3358268768e+01	2.2439169959e+04	7.6316690098e+34
1.3344898912e+01	2.2281141985e+04	7.5779229402e+34
1.3331555793e+01	2.2335141768e+04	7.5962885247e+34
1.3318239329e+01	2.2035519378e+04	7.4943855170e+34
1.3304949441e+01	2.2612907589e+04	7.6907580086e+34
1.3291509384e+01	2.2718051551e+04	7.7265179732e+34
1.3278272762e+01	2.0407774183e+04	6.9407815923e+34
1.3265062478e+01	2.2699758560e+04	7.7202964394e+34
1.3251878454e+01	2.2705606853e+04	7.7222854718e+34
1.3238545349e+01	2.2725920500e+04	7.7291942403e+34
1.3225413955e+01	2.2188499086e+04	7.5464146474e+34
1.3212134024e+01	2.3508577417e+04	7.9953796006e+34
1.3198880735e+01	2.0642608163e+04	7.0206497517e+34
1.3185654008e+01	2.2793664153e+04	7.7522341805e+34
1.3172627281e+01	2.3489435852e+04	7.9888694627e+34
1.3159453093e+01	2.3578885930e+04	8.0192918621e+34
1.3146305231e+01	2.2741432679e+04	7.7344700065e+34
1.3133183615e+01	2.2990329649e+04	7.8191210561e+34
1.3120088167e+01	2.3588135166e+04	8.0224375715e+34
1.3106847017e+01	2.4016598675e+04	8.1681600596e+34
1.3093804012e+01	2.3692400413e+04	8.0578986804e+34
1.3080786940e+01	2.1246471213e+04	7.2260264628e+34
1.3067624959e+01	2.3757253671e+04	8.0799555837e+34
1.3054659861e+01	2.4230995710e+04	8.2410775165e+34
1.3041550380e+01	2.3752095401e+04	8.0782012314e+34
1.3028467201e+01	2.4378838158e+04	8.2913594400e+34
1.3015579649e+01	2.3003712368e+04	7.8236725829e+34
1.3002548500e+01	2.4017858071e+04	8.1685883865e+34
1.2989543418e+01	2.4495358538e+04	8.3309885785e+34
1.2976564325e+01	2.4110868240e+04	8.2002215896e+34
1.2963611144e+01	2.4917575308e+04	8.4745865211e+34
1.2950683796e+01	2.4995916387e+04	8.5012306968e+34
1.2937782205e+01	2.5153381661e+04	8.5547853896e+34
1.2924739243e+01	2.5426057504e+04	8.6475237475e+34
1.2911889268e+01	2.5120896343e+04	8.5437369774e+34
1.2898898434e+01	2.5452922843e+04	8.6566607780e+34
1.2886099764e+01	2.5466619719e+04	8.6613191510e+34
1.2873160747e+01	2.5461878987e+04	8.6597068054e+34
1.2860413076e+01	2.5610498606e+04	8.7102530485e+34
1.2847525567e+01	2.5406555100e+04	8.6408908868e+34
1.2834663860e+01	2.6106085936e+04	8.8788046693e+34
1.2821827880e+01	2.5312760177e+04	8.6089907851e+34
1.2809017548e+01	2.6470744027e+04	9.0028266299e+34
1.2796232789e+01	2.4999195790e+04	8.5023460373e+34
1.2783473525e+01	2.5688340377e+04	8.7367274071e+34
1.2770739681e+01	2.5508215908e+04	8.6754662139e+34
1.2757868415e+01	2.6356471431e+04	8.9639619735e+34
1.2745185506e+01	2.6320489592e+04	8.9517243781e+34
1.2732365674e+01	2.7035297189e+04	9.1948338602e+34
1.2719733394e+01	2.7145061339e+04	9.2321651723e+34
1.2706964687e+01	2.7356915043e+04	9.3042176304e+34
1.2694382736e+01	2.1667051581e+04	7.3690678574e+34
1.2681664849e+01	2.7252865921e+04	9.2688300263e+34
1.2668972420e+01	2.6947715155e+04	9.1650467914e+34
1.2656305371e+01	2.6851299617e+04	9.1322554059e+34
1.2643663628e+01	2.7095147092e+04	9.2151890982e+34
1.2631047114e+01	2.7460999890e+04	9.3396173845e+34
1.2618455753e+01	2.7418832316e+04	9.3252759908e+34
1.2605889472e+01	2.7423901432e+04	9.3270000215e+34
1.2593189603e+01	2.6076851339e+04	8.8688618432e+34
1.2580673569e+01	2.6993488549e+04	9.1806145418e+34
1.2568024432e+01	2.8439422661e+04	9.6723836479e+34
1.2555558346e+01	2.8182278923e+04	9.5849278329e+34
1.2542959637e+01	2.7928705744e+04	9.4986863821e+34
1.2530386187e+01	2.8813379169e+04	9.7995680446e+34
1.2517994617e+01	2.8940792844e+04	9.8429020448e+34
1.2505471144e+01	2.8608365583e+04	9.7298419437e+34
1.2492972703e+01	2.8588535143e+04	9.7230975160e+34
1.2480499220e+01	2.9382579408e+04	9.9931557679e+34
1.2468050620e+01	2.9426705453e+04	1.0008163247e+35
1.2455471689e+01	2.8982087245e+04	9.8569464681e+34
1.2443072941e+01	2.7219431104e+04	9.2574586853e+34
1.2430698854e+01	2.9271213331e+04	9.9552796324e+34
1.2418195140e+01	2.8740841943e+04	9.7748977873e+34
1.2405870458e+01	2.8540005832e+04	9.7065924653e+34
1.2393416617e+01	2.9563450420e+04	1.0054670864e+35
1.2380987755e+01	3.0194679386e+04	1.0269354854e+35
1.2368736781e+01	3.0271547220e+04	1.0295497972e+35
1.2356357346e+01	2.9535231774e+04	1.0045073567e+35
1.2344002666e+01	3.0294017706e+04	1.0303140292e+35
1.2331672668e+01	2.9980557473e+04	1.0196530967e+35
1.2319367277e+01	3.0727664519e+04	1.0450625646e+35
1.2307086420e+01	3.0298872933e+04	1.0304791578e+35
1.2294678863e+01	2.5366952423e+04	8.6274218271e+34
1.2282447155e+01	2.9763328186e+04	1.0122650248e+35
1.2270239760e+01	3.0471954208e+04	1.0363657347e+35
1.2257906350e+01	3.0841395731e+04	1.0489306175e+35
1.2245747664e+01	2.9636295343e+04	1.0079445771e+35
1.2233463416e+01	3.1439228643e+04	1.0692632008e+35
1.2221203789e+01	3.1316952612e+04	1.0651045345e+35
1.2208968708e+01	3.0833086525e+04	1.0486480175e+35
1.2196758102e+01	3.1567703416e+04	1.0736326893e+35
1.2184571895e+01	3.1167057691e+04	1.0600065365e+35
1.2172410015e+01	3.1822251386e+04	1.0822899874e+35
1.2160272390e+01	3.1913749552e+04	1.0854018838e+35
1.2148158947e+01	3.0747092652e+04	1.0457233247e+35
1.2136069612e+01	3.2269867324e+04	1.0975136195e+35
1.2123857326e+01	2.6669140223e+04	9.0703021250e+34
1.2111816288e+01	3.2479479865e+04	1.1046426423e+35
1.2099652740e+01	3.1540124702e+04	1.0726947240e+35
1.2087659708e+01	3.1957707075e+04	1.0868969002e+35
1.2075544607e+01	3.1914070867e+04	1.0854128119e+35
1.2063453767e+01	3.2463913744e+04	1.1041132311e+35
1.2051387115e+01	3.1547039159e+04	1.0729298880e+35
1.2039344578e+01	3.2991045720e+04	1.1220412417e+35
1.2027326085e+01	3.2501772403e+04	1.1054008222e+35
1.2015331563e+01	3.3179860789e+04	1.1284629325e+35
1.2003360941e+01	3.2444399666e+04	1.1034495480e+35
1.1991270355e+01	3.3323615911e+04	1.1333521129e+35
1.1979347605e+01	3.3545969789e+04	1.1409144746e+35
1.1967448540e+01	3.3401915322e+04	1.1360151133e+35
1.1955430156e+01	3.3661776771e+04	1.1448531255e+35
1.1943435888e+01	3.3830014773e+04	1.1505749804e+35
1.1931608023e+01	3.3524450336e+04	1.1401825877e+35
1.1919661482e+01	3.4300376901e+04	1.1665722213e+35
1.1907738839e+01	3.4141687971e+04	1.1611751349e+35
1.1895840025e+01	3.4386542040e+04	1.1695027388e+35
1.1883964966e+01	3.4531748336e+04	1.1744412744e+35
1.1872113592e+01	3.5010635245e+04	1.1907284472e+35
1.1860145168e+01	3.4982768351e+04	1.1897806808e+35
1.1848341232e+01	3.4803467799e+04	1.1836825833e+35
1.1836560769e+01	3.5190285880e+04	1.1968384512e+35
1.1824663884e+01	3.4588524824e+04	1.1763722699e+35
1.1812930434e+01	3.4260232140e+04	1.1652068787e+35
1.1801080979e+01	3.4752218967e+04	1.1819395860e+35
1.1789255273e+01	3.5141756254e+04	1.1951879354e+35
1.1777453244e+01	3.5147615352e+04	1.1953872061e+35
1.1765813253e+01	3.5671981992e+04	1.2132211663e+35
1.1754058089e+01	3.4850299262e+04	1.1852753437e+35
1.1742188509e+01	3.5520286994e+04	1.2080619469e+35
1.1730480480e+01	3.6350367928e+04	1.2362933964e+35
1.1718795777e+01	3.6132706943e+04	1.2288906422e+35
1.1707134328e+01	3.5785241108e+04	1.2170731630e+35
1.1695359281e+01	3.6232859805e+04	1.2322968890e+35
1.1683744406e+01	3.6096992860e+04	1.2276759892e+35
1.1672016341e+01	3.5245614948e+04	1.1987202193e+35
1.1660447761e+01	3.6011491840e+04	1.2247680586e+35
1.1648766396e+01	3.5842340058e+04	1.2190151256e+35
1.1637108411e+01	3.7179417756e+04	1.2644897775e+35
1.1625473738e+01	3.6621868346e+04	1.2455272555e+35
1.1613862306e+01	3.5918322091e+04	1.2215993109e+35
1.1602274046e+01	3.6422304553e+04	1.2387399954e+35
1.1590708888e+01	3.6898147190e+04	1.2549236311e+35
1.1579032688e+01	3.7707016556e+04	1.2824336650e+35
1.1567513794e+01	3.7675186917e+04	1.2813511238e+35
1.1556017796e+01	3.6743997695e+04	1.2496809331e+35
1.1544411350e+01	3.7656785239e+04	1.2807252739e+35
1.1532828195e+01	3.8194248515e+04	1.2990046569e+35
1.1521401002e+01	3.7917774474e+04	1.2896016426e+35
1.1509863953e+01	3.8341042807e+04	1.3039972010e+35
1.1498349987e+01	3.8037415355e+04	1.2936706862e+35
1.1486859033e+01	3.8352948831e+04	1.3044021306e+35
1.1475391024e+01	3.8715063920e+04	1.3167178379e+35
1.1463945890e+01	3.7551142146e+04	1.2771323018e+35
1.1452523564e+01	3.8235998978e+04	1.3004246102e+35
1.1440993078e+01	3.8149999205e+04	1.2974997168e+35
1.1429616422e+01	3.8112175601e+04	1.2962133179e+35
1.1418131994e+01	3.8826285143e+04	1.3205005249e+35
1.1406800735e+01	3.8589411246e+04	1.3124443304e+35
1.1395362088e+01	3.8943894987e+04	1.3245004920e+35
1.1383946359e+01	3.8849522428e+04	1.3212908361e+35
1.1372682816e+01	3.8812034724e+04	1.3200158614e+35
1.1361312459e+01	3.9236220259e+04	1.3344426143e+35
1.1349964815e+01	3.9402111218e+04	1.3400846451e+35
1.1338639817e+01	3.9572523757e+04	1.3458804570e+35
1.1327209089e+01	3.8993349579e+04	1.3261824663e+35
1.1315929434e+01	3.9709447435e+04	1.3505372968e+35
1.1304672221e+01	4.0683785993e+04	1.3836750171e+35
1.1293309843e+01	4.0466911463e+04	1.3762990107e+35
1.1282097568e+01	4.0248885236e+04	1.3688838344e+35
1.1270780502e+01	4.0397236765e+04	1.3739293408e+35
1.1259486117e+01	4.1107946967e+04	1.3981009347e+35
1.1248340870e+01	4.0670602562e+04	1.3832266423e+35
1.1237091391e+01	4.1180375739e+04	1.4005642719e+35
1.1225864392e+01	4.0746999357e+04	1.3858249338e+35
1.1214659803e+01	4.1694521309e+04	1.4180506086e+35
1.1203352043e+01	4.1157172551e+04	1.3997751203e+35
1.1192192327e+01	4.1329453398e+04	1.4056344743e+35
1.1181054821e+01	4.1388757134e+04	1.4076514228e+35
1.1169814693e+01	4.1297499226e+04	1.4045476977e+35
1.1158721657e+01	4.1978531742e+04	1.4277099392e+35
1.1147526364e+01	4.1618574742e+04	1.4154676295e+35
1.1136353512e+01	4.1686292418e+04	1.4177707401e+35
1.1125326806e+01	4.1712290791e+04	1.4186549571e+35
1.1114198388e+01	4.2931200888e+04	1.4601106724e+35
1.1103092211e+01	4.1924756246e+04	1.4258810089e+35
1.1092008208e+01	4.2549487623e+04	1.4471284217e+35
1.1080946313e+01	4.2391251406e+04	1.4417467323e+35
1.1069783918e+01	4.2662940179e+04	1.4509869974e+35
1.1058766284e+01	4.2701966404e+04	1.4523142980e+35
1.1047770560e+01	4.2851875342e+04	1.4574127727e+35
1.1036674871e+01	4.2801384952e+04	1.4556955704e+35
1.1025601447e+01	4.3718456048e+04	1.4868855969e+35
1.1014671542e+01	4.3556525007e+04	1.4813782447e+35
1.1003642206e+01	4.3872856380e+04	1.4921368260e+35
1.0992634935e+01	4.3336661220e+04	1.4739005722e+35
1.0981649663e+01	4.3829882257e+04	1.4906752556e+35
1.0970686326e+01	4.4158462535e+04	1.5018504280e+35
1.0959744857e+01	4.4021659307e+04	1.4971976848e+35
1.0948825191e+01	4.4672781747e+04	1.5193426703e+35
1.0937807626e+01	4.4500953292e+04	1.5134987024e+35
1.0926931608e+01	4.5319086131e+04	1.5413237915e+35
1.0915958039e+01	4.4548667351e+04	1.5151214803e+35
1.0905125409e+01	4.4492761701e+04	1.5132201024e+35
1.0894195573e+01	4.4511922070e+04	1.5138717557e+35
1.0883287624e+01	4.5070822452e+04	1.5328802250e+35
1.0872401496e+01	4.5470542827e+04	1.5464749061e+35
1.0861537125e+01	4.5058094628e+04	1.5324473456e+35
1.0850694444e+01	4.5525674345e+04	1.5483499554e+35
1.0839873390e+01	4.5642389445e+04	1.5523194918e+35
1.0829073898e+01	4.6030117635e+04	1.5655063129e+35
1.0818295902e+01	4.5486913991e+04	1.5470316973e+35
1.0807422538e+01	4.5651629996e+04	1.5526337673e+35
1.0796687576e+01	4.5835271498e+04	1.5588795026e+35
1.0785857584e+01	4.5928571431e+04	1.5620526780e+35
1.0775049296e+01	4.6861382238e+04	1.5937780196e+35
1.0764378519e+01	4.6582555538e+04	1.5842949902e+35
1.0753613214e+01	4.6966511412e+04	1.5973535131e+35
1.0742869420e+01	4.6830977843e+04	1.5927439516e+35
1.0732147073e+01	4.6936184168e+04	1.5963220690e+35
1.0721331160e+01	4.7317823985e+04	1.6093018217e+35
1.0710651743e+01	4.7245647554e+04	1.6068470668e+35
1.0699993580e+01	4.7129218870e+04	1.6028872716e+35
1.0689242347e+01	4.7291082210e+04	1.6083923212e+35
1.0678626729e+01	4.7664725292e+04	1.6211001010e+35
1.0667918369e+01	4.7504579986e+04	1.6156534826e+35
1.0657231464e+01	4.7720514969e+04	1.6229975346e+35
1.0646679301e+01	4.7766234680e+04	1.6245524839e+35
1.0636034886e+01	4.8332375305e+04	1.6438071973e+35
1.0625411735e+01	4.8009147368e+04	1.6328140605e+35
1.0614697110e+01	4.8344718081e+04	1.6442269810e+35
1.0604116518e+01	4.8684596563e+04	1.6557864107e+35
1.0593556999e+01	4.8850254302e+04	1.6614205096e+35
1.0583018489e+01	4.9190064630e+04	1.6729776214e+35
1.0572389148e+01	5.0238354519e+04	1.7086304618e+35
1.0561781139e+01	4.9708217077e+04	1.6906002339e+35
1.0551305724e+01	4.9155955473e+04	1.6718175526e+35
1.0540739960e+01	4.9327361224e+04	1.6776471442e+35
1.0530195335e+01	4.9296314380e+04	1.6765912262e+35
1.0519671786e+01	4.9354194487e+04	1.6785597563e+35
1.0509169250e+01	5.0736653109e+04	1.7255778351e+35
1.0498687664e+01	5.0539006931e+04	1.7188557941e+35
1.0488226965e+01	4.9841550439e+04	1.6951349653e+35
1.0477677308e+01	4.9981118381e+04	1.6998817377e+35
1.0467258416e+01	5.0438957101e+04	1.7154530515e+35
1.0456750878e+01	5.0793079619e+04	1.7274969277e+35
1.0446373541e+01	5.0688246893e+04	1.7239315166e+35
1.0435907872e+01	5.1398951986e+04	1.7481029367e+35
1.0425463151e+01	5.1385630487e+04	1.7476498661e+35
1.0415039317e+01	5.1350352612e+04	1.7464500487e+35
1.0404636306e+01	5.1454450990e+04	1.7499904843e+35
1.0394254056e+01	5.1566136090e+04	1.7537889480e+35
1.0383892506e+01	5.2370826480e+04	1.7811568530e+35
1.0373551593e+01	5.2576304601e+04	1.7881452621e+35
1.0363123860e+01	5.2487121863e+04	1.7851121146e+35
1.0352824250e+01	5.2385702516e+04	1.7816627941e+35
1.0342438126e+01	5.3067334110e+04	1.8048454105e+35
1.0332072820e+01	5.2918155031e+04	1.7997717587e+35
1.0321834809e+01	5.3220064707e+04	1.8100398512e+35
1.0311510739e+01	5.3058499034e+04	1.8045449254e+35
1.0301207301e+01	5.3173233421e+04	1.8084470968e+35
1.0290924434e+01	5.3271756748e+04	1.8117979222e+35
1.0280662075e+01	5.3705918877e+04	1.8265639838e+35
1.0270314682e+01	5.3768071960e+04	1.8286778399e+35
1.0260093367e+01	5.5000525730e+04	1.8705941820e+35
1.0249787317e+01	5.4844107884e+04	1.8652743363e+35
1.0239606799e+01	5.4721322510e+04	1.8610983470e+35
1.0229341844e+01	5.4666653653e+04	1.8592390330e+35
1.0219097449e+01	5.4782713445e+04	1.8631862821e+35
1.0208977775e+01	5.5512952751e+04	1.8880220701e+35
1.0198774107e+01	5.5470990373e+04	1.8865949095e+35
1.0188590816e+01	5.5792331900e+04	1.8975238885e+35
1.0178324241e+01	5.5831800851e+04	1.8988662464e+35
1.0168181726e+01	5.5707606064e+04	1.8946423223e+35
1.0158059404e+01	5.6171474792e+04	1.9104187196e+35
1.0147854236e+01	5.6930136378e+04	1.9362211629e+35
1.0137772326e+01	5.6186774332e+04	1.9109390642e+35
1.0127607859e+01	5.7147796982e+04	1.9436239041e+35
1.0117566118e+01	5.7104302582e+04	1.9421446388e+35
1.0107442110e+01	5.7588739959e+04	1.9586205857e+35
1.0097338342e+01	5.7440980005e+04	1.9535951990e+35
1.0087254754e+01	5.7739617192e+04	1.9637519925e+35
1.0077191285e+01	5.8701498909e+04	1.9964660497e+35
1.0067046530e+01	5.9010142146e+04	2.0069631538e+35
1.0057023322e+01	5.8164803644e+04	1.9782127871e+35
1.0047020054e+01	5.8839346934e+04	2.0011543269e+35
1.0036935924e+01	5.8673577932e+04	1.9955164439e+35
1.0026872017e+01	5.9079747330e+04	2.0093304594e+35
1.0016928609e+01	5.9719662533e+04	2.0310942814e+35
1.0006904764e+01	5.9174214899e+04	2.0125433466e+35
9.9969009607e+00	5.9537076005e+04	2.0248844263e+35
9.9869171385e+00	6.0407595181e+04	2.0544911998e+35
9.9769532380e+00	5.9904942903e+04	2.0373957554e+35
9.9670091995e+00	6.0454837243e+04	2.0560979249e+35
9.9569858213e+00	6.0332858033e+04	2.0519493536e+35
9.9470815263e+00	6.0342871207e+04	2.0522899065e+35
9.9370981686e+00	6.0585759108e+04	2.0605506401e+35
9.9272333793e+00	6.0898427151e+04	2.0711846298e+35
9.9172898030e+00	6.1407894395e+04	2.0885118544e+35
9.9073661267e+00	6.1443426933e+04	2.0897203330e+35
9.8974622907e+00	6.1486920066e+04	2.0911995553e+35
9.8875782355e+00	6.1799431585e+04	2.1018282215e+35
9.8777139019e+00	6.2128012931e+04	2.1130034302e+35
9.8678692310e+00	6.1882715748e+04	2.1046607557e+35
9.8579469840e+00	6.2097197151e+04	2.1119553708e+35
9.8481416557e+00	6.3120788878e+04	2.1467682149e+35
9.8382590217e+00	6.2860970771e+04	2.1379316768e+35
9.8284928006e+00	6.3201542267e+04	2.1495146763e+35
9.8186495429e+00	6.3497958110e+04	2.1595959208e+35
9.8088259816e+00	6.3416683347e+04	2.1568317273e+35
9.7990220576e+00	6.3566054012e+04	2.1619118950e+35
9.7892377121e+00	6.4179309690e+04	2.1827690139e+35
9.7794728864e+00	6.4967150397e+04	2.2095638531e+35
9.7697275223e+00	6.4650700834e+04	2.1988012521e+35
9.7599063049e+00	6.4437705357e+04	2.1915571741e+35
9.7501998791e+00	6.4780413580e+04	2.2032128446e+35
9.7404178639e+00	6.5378876014e+04	2.2235668382e+35
9.7307501435e+00	6.5175645987e+04	2.2166548878e+35
9.7210070963e+00	6.5428749972e+04	2.2252630754e+35
9.7112835403e+00	6.5647973434e+04	2.2327189702e+35
9.7015794171e+00	6.5833530833e+04	2.2390298661e+35
9.6918946685e+00	6.6418705318e+04	2.2589319301e+35
9.6822292365e+00	6.6154758036e+04	2.2499549568e+35
9.6725830633e+00	6.6632314349e+04	2.2661968754e+35
9.6628627197e+00	6.7631824376e+04	2.3001906894e+35
9.6532550776e+00	6.7159633745e+04	2.2841312602e+35
9.6435735226e+00	6.7510588855e+04	2.2960674114e+35
9.6339113680e+00	6.7745857615e+04	2.3040690144e+35
9.6243611830e+00	6.7998066683e+04	2.3126467654e+35
9.6147374696e+00	6.8015082802e+04	2.3132254917e+35
9.6051329831e+00	6.8297077054e+04	2.3228162511e+35
9.5955476659e+00	6.8474975909e+04	2.3288666762e+35
9.5858895706e+00	6.8695994881e+04	2.3363836372e+35
9.5763426032e+00	6.8775502721e+04	2.3390877368e+35
9.5668146334e+00	6.9441101777e+04	2.3617250790e+35
