#Model: R* = 1050.0000   M* = 0.7000  L* = 3.0000e+04  C/O = 1.4000
#r/R*           	r(cm)           	rho(g/cm3)      	p(dyn/cm2)      	T_gas(K)        	T_dust(K)       	v(cm/s)         
1.8144935000e+00	1.6771115000e+14	2.6807544337e-13	1.3670661670e-02	1.4294466534e+03	1.7117701743e+03	6.4375745869e+04
1.8197010000e+00	1.6819240000e+14	2.5992200000e-13	1.3219661222e-02	1.4265112860e+03	1.7091317174e+03	6.5882865126e+04
1.8249687500e+00	1.6867925000e+14	2.5199594360e-13	1.2784488829e-02	1.4237108792e+03	1.7073681817e+03	6.7581257163e+04
1.8302365000e+00	1.6916610000e+14	2.4431158421e-13	1.2363641690e-02	1.4209104725e+03	1.7056046460e+03	6.9279649200e+04
1.8355042500e+00	1.6965295000e+14	2.3686155153e-13	1.1956648238e-02	1.4181100658e+03	1.7038411102e+03	7.0978041236e+04
1.8407720000e+00	1.7013980000e+14	2.2963870000e-13	1.1563052431e-02	1.4153096590e+03	1.7020775745e+03	7.2676433273e+04
1.8461007500e+00	1.7063230000e+14	2.2273014562e-13	1.1188578279e-02	1.4126292973e+03	1.7011230428e+03	7.4602779303e+04
1.8514295000e+00	1.7112480000e+14	2.1602943131e-13	1.0826231624e-02	1.4099489357e+03	1.7001685111e+03	7.6529125332e+04
1.8567582500e+00	1.7161730000e+14	2.0953030432e-13	1.0475619714e-02	1.4072685741e+03	1.6992139793e+03	7.8455471361e+04
1.8620870000e+00	1.7210980000e+14	2.0322670000e-13	1.0136362512e-02	1.4045882124e+03	1.6982594476e+03	8.0381817391e+04
1.8674775000e+00	1.7260817500e+14	1.9734224510e-13	9.8207230412e-03	1.4020326239e+03	1.6978431519e+03	8.2591004259e+04
1.8728680000e+00	1.7310655000e+14	1.9162817534e-13	9.5149123699e-03	1.3994770355e+03	1.6974268562e+03	8.4800191126e+04
1.8782585000e+00	1.7360492500e+14	1.8607955720e-13	9.2186244360e-03	1.3969214470e+03	1.6970105606e+03	8.7009377994e+04
1.8836490000e+00	1.7410330000e+14	1.8069160000e-13	8.9315627080e-03	1.3943658585e+03	1.6965942649e+03	8.9218564862e+04
1.8891020000e+00	1.7460732500e+14	1.7544811792e-13	8.6540465672e-03	1.3919424237e+03	1.6965127890e+03	9.1791683295e+04
1.8945550000e+00	1.7511135000e+14	1.7035679622e-13	8.3851532409e-03	1.3895189889e+03	1.6964313131e+03	9.4364801728e+04
1.9000080000e+00	1.7561537500e+14	1.6541321939e-13	8.1246148062e-03	1.3870955542e+03	1.6963498372e+03	9.6937920160e+04
1.9054610000e+00	1.7611940000e+14	1.6061310000e-13	7.8721716649e-03	1.3846721194e+03	1.6962683613e+03	9.9511038593e+04
1.9109770000e+00	1.7662920000e+14	1.5595764694e-13	7.6288583633e-03	1.3823799532e+03	1.6964691169e+03	1.0256183698e+05
1.9164930000e+00	1.7713900000e+14	1.5143713458e-13	7.3930653961e-03	1.3800877870e+03	1.6966698724e+03	1.0561263536e+05
1.9220090000e+00	1.7764880000e+14	1.4704765158e-13	7.1645603244e-03	1.3777956207e+03	1.6968706280e+03	1.0866343375e+05
1.9275250000e+00	1.7815860000e+14	1.4278540000e-13	6.9431178939e-03	1.3755034545e+03	1.6970713836e+03	1.1171423213e+05
1.9331050000e+00	1.7867427500e+14	1.3866251725e-13	6.7304141324e-03	1.3733820455e+03	1.6973645775e+03	1.1541260110e+05
1.9386850000e+00	1.7918995000e+14	1.3465868141e-13	6.5242265918e-03	1.3712606365e+03	1.6976577715e+03	1.1911097007e+05
1.9442650000e+00	1.7970562500e+14	1.3077045506e-13	6.3243556464e-03	1.3691392275e+03	1.6979509655e+03	1.2280933903e+05
1.9498450000e+00	1.8022130000e+14	1.2699450000e-13	6.1306077862e-03	1.3670178185e+03	1.6982441594e+03	1.2650770800e+05
1.9554895000e+00	1.8074297500e+14	1.2340198825e-13	5.9468096665e-03	1.3649769779e+03	1.6986377137e+03	1.3104080541e+05
1.9611340000e+00	1.8126465000e+14	1.1991110405e-13	5.7685218893e-03	1.3629361373e+03	1.6990312679e+03	1.3557390281e+05
1.9667785000e+00	1.8178632500e+14	1.1651897250e-13	5.5955792523e-03	1.3608952967e+03	1.6994248221e+03	1.4010700021e+05
1.9724230000e+00	1.8230800000e+14	1.1322280000e-13	5.4278215061e-03	1.3588544561e+03	1.6998183764e+03	1.4464009762e+05
1.9781327500e+00	1.8283590000e+14	1.1010607787e-13	5.2699815423e-03	1.3569708134e+03	1.6999432701e+03	1.5024821168e+05
1.9838425000e+00	1.8336380000e+14	1.0707515079e-13	5.1167315331e-03	1.3550871707e+03	1.7000681637e+03	1.5585632573e+05
1.9895522500e+00	1.8389170000e+14	1.0412765707e-13	4.9679380035e-03	1.3532035280e+03	1.7001930573e+03	1.6146443978e+05
1.9952620000e+00	1.8441960000e+14	1.0126130000e-13	4.8234713600e-03	1.3513198853e+03	1.7003179510e+03	1.6707255384e+05
2.0010380000e+00	1.8495347500e+14	9.8488054416e-14	4.6840709026e-03	1.3494818822e+03	1.6997501398e+03	1.7393655263e+05
2.0068140000e+00	1.8548735000e+14	9.5790759774e-14	4.5486991801e-03	1.3476438792e+03	1.6991823285e+03	1.8080055142e+05
2.0125900000e+00	1.8602122500e+14	9.3167336003e-14	4.4172397603e-03	1.3458058761e+03	1.6986145173e+03	1.8766455021e+05
2.0183660000e+00	1.8655510000e+14	9.0615760000e-14	4.2895795759e-03	1.3439678731e+03	1.6980467061e+03	1.9452854900e+05
2.0242090000e+00	1.8709510000e+14	8.8153673110e-14	4.1666855738e-03	1.3421705827e+03	1.6964215289e+03	2.0452120934e+05
2.0300520000e+00	1.8763510000e+14	8.5758482661e-14	4.0473124146e-03	1.3403732924e+03	1.6947963517e+03	2.1451386968e+05
2.0358950000e+00	1.8817510000e+14	8.3428371035e-14	3.9313592282e-03	1.3385760020e+03	1.6931711746e+03	2.2450653003e+05
2.0417380000e+00	1.8871510000e+14	8.1161570000e-14	3.8187280342e-03	1.3367787117e+03	1.6915459974e+03	2.3449919037e+05
2.0476485000e+00	1.8926135000e+14	7.8979432258e-14	3.7102626585e-03	1.3349475094e+03	1.6885472204e+03	2.4460750520e+05
2.0535590000e+00	1.8980760000e+14	7.6855964218e-14	3.6048780829e-03	1.3331163070e+03	1.6855484434e+03	2.5471582003e+05
2.0594695000e+00	1.9035385000e+14	7.4789588466e-14	3.5024868018e-03	1.3312851046e+03	1.6825496664e+03	2.6482413486e+05
2.0653800000e+00	1.9090010000e+14	7.2778770000e-14	3.4030037950e-03	1.3294539023e+03	1.6795508894e+03	2.7493244969e+05
2.0713590000e+00	1.9145270000e+14	7.0846248615e-14	3.3072400311e-03	1.3275498783e+03	1.6750770189e+03	2.8376605618e+05
2.0773380000e+00	1.9200530000e+14	6.8965042180e-14	3.2141711507e-03	1.3256458544e+03	1.6706031483e+03	2.9259966268e+05
2.0833170000e+00	1.9255790000e+14	6.7133788109e-14	3.1237213171e-03	1.3237418304e+03	1.6661292777e+03	3.0143326917e+05
2.0892960000e+00	1.9311050000e+14	6.5351160000e-14	3.0358168278e-03	1.3218378065e+03	1.6616554072e+03	3.1026687567e+05
2.0953442500e+00	1.9366947500e+14	6.3640736626e-14	2.9512558703e-03	1.3198353702e+03	1.6557600287e+03	3.1808027673e+05
2.1013925000e+00	1.9422845000e+14	6.1975079836e-14	2.8690503104e-03	1.3178329339e+03	1.6498646502e+03	3.2589367779e+05
2.1074407500e+00	1.9478742500e+14	6.0353017961e-14	2.7891345397e-03	1.3158304976e+03	1.6439692718e+03	3.3370707885e+05
2.1134890000e+00	1.9534640000e+14	5.8773410000e-14	2.7114447776e-03	1.3138280613e+03	1.6380738933e+03	3.4152047991e+05
2.1196072500e+00	1.9591207500e+14	5.7284957943e-14	2.6379574170e-03	1.3117277387e+03	1.6311301979e+03	3.4844107702e+05
2.1257255000e+00	1.9647775000e+14	5.5834201326e-14	2.5664617592e-03	1.3096274162e+03	1.6241865026e+03	3.5536167412e+05
2.1318437500e+00	1.9704342500e+14	5.4420185502e-14	2.4969038237e-03	1.3075270937e+03	1.6172428073e+03	3.6228227122e+05
2.1379620000e+00	1.9760910000e+14	5.3041980000e-14	2.4292310932e-03	1.3054267711e+03	1.6102991119e+03	3.6920286833e+05
2.1441512500e+00	1.9818112500e+14	5.1724334521e-14	2.3643704530e-03	1.3032383202e+03	1.6029141219e+03	3.7529670224e+05
2.1503405000e+00	1.9875315000e+14	5.0439421411e-14	2.3012415964e-03	1.3010498693e+03	1.5955291320e+03	3.8139053615e+05
2.1565297500e+00	1.9932517500e+14	4.9186427545e-14	2.2397982847e-03	1.2988614183e+03	1.5881441421e+03	3.8748437006e+05
2.1627190000e+00	1.9989720000e+14	4.7964560000e-14	2.1799955137e-03	1.2966729674e+03	1.5807591521e+03	3.9357820397e+05
2.1689797500e+00	2.0047587500e+14	4.6774734811e-14	2.1217469602e-03	1.2944215434e+03	1.5735744576e+03	3.9899463013e+05
2.1752405000e+00	2.0105455000e+14	4.5614424831e-14	2.0650547833e-03	1.2921701194e+03	1.5663897630e+03	4.0441105630e+05
2.1815012500e+00	2.0163322500e+14	4.4482897894e-14	2.0098773973e-03	1.2899186954e+03	1.5592050684e+03	4.0982748247e+05
2.1877620000e+00	2.0221190000e+14	4.3379440000e-14	1.9561743276e-03	1.2876672714e+03	1.5520203739e+03	4.1524390863e+05
2.1940952500e+00	2.0279717500e+14	4.2339976648e-14	1.9054480927e-03	1.2853560241e+03	1.5453869193e+03	4.2017609537e+05
2.2004285000e+00	2.0338245000e+14	4.1325421043e-14	1.8560372574e-03	1.2830447768e+03	1.5387534648e+03	4.2510828211e+05
2.2067617500e+00	2.0396772500e+14	4.0335176340e-14	1.8079077116e-03	1.2807335295e+03	1.5321200102e+03	4.3004046885e+05
2.2130950000e+00	2.0455300000e+14	3.9368660000e-14	1.7610262297e-03	1.2784222822e+03	1.5254865556e+03	4.3497265559e+05
2.2195015000e+00	2.0514525000e+14	3.8446489144e-14	1.7162381871e-03	1.2760664255e+03	1.5195175843e+03	4.3960513362e+05
2.2259080000e+00	2.0573750000e+14	3.7545919202e-14	1.6725892354e-03	1.2737105687e+03	1.5135486130e+03	4.4423761164e+05
2.2323145000e+00	2.0632975000e+14	3.6666444197e-14	1.6300504040e-03	1.2713547120e+03	1.5075796417e+03	4.4887008967e+05
2.2387210000e+00	2.0692200000e+14	3.5807570000e-14	1.5885934594e-03	1.2689988553e+03	1.5016106704e+03	4.5350256770e+05
2.2452017500e+00	2.0752092500e+14	3.4986230316e-14	1.5488722749e-03	1.2665764369e+03	1.4962442655e+03	4.5798127810e+05
2.2516825000e+00	2.0811985000e+14	3.4183730192e-14	1.5101442787e-03	1.2641540185e+03	1.4908778607e+03	4.6245998850e+05
2.2581632500e+00	2.0871877500e+14	3.3399637494e-14	1.4723846371e-03	1.2617316001e+03	1.4855114558e+03	4.6693869890e+05
2.2646440000e+00	2.0931770000e+14	3.2633530000e-14	1.4355691375e-03	1.2593091817e+03	1.4801450510e+03	4.7141740930e+05
2.2712000000e+00	2.0992362500e+14	3.1901286037e-14	1.4003986480e-03	1.2568945145e+03	1.4752595091e+03	4.7584242120e+05
2.2777560000e+00	2.1052955000e+14	3.1185472451e-14	1.3660898122e-03	1.2544798474e+03	1.4703739672e+03	4.8026743309e+05
2.2843120000e+00	2.1113547500e+14	3.0485720572e-14	1.3326215200e-03	1.2520651802e+03	1.4654884253e+03	4.8469244499e+05
2.2908680000e+00	2.1174140000e+14	2.9801670000e-14	1.2999731787e-03	1.2496505130e+03	1.4606028834e+03	4.8911745689e+05
2.2974997500e+00	2.1235442500e+14	2.9145601701e-14	1.2686691057e-03	1.2472279408e+03	1.4560814887e+03	4.9356176740e+05
2.3041315000e+00	2.1296745000e+14	2.8503976404e-14	1.2381188521e-03	1.2448053685e+03	1.4515600940e+03	4.9800607791e+05
2.3107632500e+00	2.1358047500e+14	2.7876476156e-14	1.2083042656e-03	1.2423827963e+03	1.4470386993e+03	5.0245038843e+05
2.3173950000e+00	2.1419350000e+14	2.7262790000e-14	1.1792076307e-03	1.2399602241e+03	1.4425173046e+03	5.0689469894e+05
2.3241035000e+00	2.1481362500e+14	2.6670157227e-14	1.1511018494e-03	1.2375077973e+03	1.4382735620e+03	5.1140071373e+05
2.3308120000e+00	2.1543375000e+14	2.6090406979e-14	1.1236659543e-03	1.2350553704e+03	1.4340298195e+03	5.1590672853e+05
2.3375205000e+00	2.1605387500e+14	2.5523259221e-14	1.0968839790e-03	1.2326029435e+03	1.4297860769e+03	5.2041274332e+05
2.3442290000e+00	2.1667400000e+14	2.4968440000e-14	1.0707403378e-03	1.2301505167e+03	1.4255423343e+03	5.2491875811e+05
2.3510152500e+00	2.1730115000e+14	2.4456148069e-14	1.0464865223e-03	1.2276595416e+03	1.4215014351e+03	5.2950496966e+05
2.3578015000e+00	2.1792830000e+14	2.3954367128e-14	1.0227820907e-03	1.2251685665e+03	1.4174605359e+03	5.3409118121e+05
2.3645877500e+00	2.1855545000e+14	2.3462881517e-14	9.9961459879e-04	1.2226775915e+03	1.4134196367e+03	5.3867739275e+05
2.3713740000e+00	2.1918260000e+14	2.2981480000e-14	9.7697188402e-04	1.2201866164e+03	1.4093787375e+03	5.4326360430e+05
2.3782387500e+00	2.1981705000e+14	2.2517802467e-14	9.5514988259e-04	1.2176681338e+03	1.4054909234e+03	5.4793486204e+05
2.3851035000e+00	2.2045150000e+14	2.2063480156e-14	9.3381530536e-04	1.2151496512e+03	1.4016031092e+03	5.5260611978e+05
2.3919682500e+00	2.2108595000e+14	2.1618324315e-14	9.1295726505e-04	1.2126311686e+03	1.3977152951e+03	5.5727737752e+05
2.3988330000e+00	2.2172040000e+14	2.1182150000e-14	8.9256511757e-04	1.2101126860e+03	1.3938274810e+03	5.6194863526e+05
2.4057772500e+00	2.2236222500e+14	2.0750549553e-14	8.7242642325e-04	1.2075651949e+03	1.3900641903e+03	5.6669890683e+05
2.4127215000e+00	2.2300405000e+14	2.0327743253e-14	8.5274211259e-04	1.2050177039e+03	1.3863008997e+03	5.7144917840e+05
2.4196657500e+00	2.2364587500e+14	1.9913551914e-14	8.3350193346e-04	1.2024702128e+03	1.3825376091e+03	5.7619944997e+05
2.4266100000e+00	2.2428770000e+14	1.9507800000e-14	8.1469586506e-04	1.1999227217e+03	1.3787743184e+03	5.8094972154e+05
2.4336347500e+00	2.2493710000e+14	1.9140625568e-14	7.9757968470e-04	1.1973850963e+03	1.3751079741e+03	5.8576387271e+05
2.4406595000e+00	2.2558650000e+14	1.8780362068e-14	7.8082310311e-04	1.1948474708e+03	1.3714416297e+03	5.9057802389e+05
2.4476842500e+00	2.2623590000e+14	1.8426879421e-14	7.6441856537e-04	1.1923098453e+03	1.3677752853e+03	5.9539217507e+05
2.4547090000e+00	2.2688530000e+14	1.8080050000e-14	7.4835867530e-04	1.1897722199e+03	1.3641089410e+03	6.0020632624e+05
2.4618150000e+00	2.2754217500e+14	1.7736228775e-14	7.3247285526e-04	1.1872135304e+03	1.3605314803e+03	6.0507100414e+05
2.4689210000e+00	2.2819905000e+14	1.7398945864e-14	7.1692425224e-04	1.1846548408e+03	1.3569540195e+03	6.0993568205e+05
2.4760270000e+00	2.2885592500e+14	1.7068076930e-14	7.0170570793e-04	1.1820961512e+03	1.3533765588e+03	6.1480035996e+05
2.4831330000e+00	2.2951280000e+14	1.6743500000e-14	6.8681021602e-04	1.1795374617e+03	1.3497990981e+03	6.1966503786e+05
2.4903212500e+00	2.3017720000e+14	1.6437770209e-14	6.7273842029e-04	1.1769686569e+03	1.3462979578e+03	6.2456334483e+05
2.4975095000e+00	2.3084160000e+14	1.6137622924e-14	6.5895493627e-04	1.1743998521e+03	1.3427968175e+03	6.2946165181e+05
2.5046977500e+00	2.3150600000e+14	1.5842956212e-14	6.4545385687e-04	1.1718310473e+03	1.3392956771e+03	6.3435995879e+05
2.5118860000e+00	2.3217040000e+14	1.5553670000e-14	6.3222939600e-04	1.1692622425e+03	1.3357945368e+03	6.3925826576e+05
2.5191577500e+00	2.3284247500e+14	1.5275604157e-14	6.1950706752e-04	1.1666856840e+03	1.3323615319e+03	6.4417432037e+05
2.5264295000e+00	2.3351455000e+14	1.5002509528e-14	6.0704074997e-04	1.1641091254e+03	1.3289285270e+03	6.4909037498e+05
2.5337012500e+00	2.3418662500e+14	1.4734297237e-14	5.9482529167e-04	1.1615325669e+03	1.3254955220e+03	6.5400642960e+05
2.5409730000e+00	2.3485870000e+14	1.4470880000e-14	5.8285564458e-04	1.1589560084e+03	1.3220625171e+03	6.5892248421e+05
2.5483287500e+00	2.3553850000e+14	1.4220430341e-14	5.7145057693e-04	1.1563749729e+03	1.3186940863e+03	6.6384022479e+05
2.5556845000e+00	2.3621830000e+14	1.3974315250e-14	5.6026867873e-04	1.1537939374e+03	1.3153256555e+03	6.6875796537e+05
2.5630402500e+00	2.3689810000e+14	1.3732459710e-14	5.4930558308e-04	1.1512129018e+03	1.3119572246e+03	6.7367570596e+05
2.5703960000e+00	2.3757790000e+14	1.3494790000e-14	5.3855700855e-04	1.1486318663e+03	1.3085887938e+03	6.7859344654e+05
2.5778370000e+00	2.3826565000e+14	1.3263085492e-14	5.2808587676e-04	1.1460493336e+03	1.3052786657e+03	6.8349897287e+05
2.5852780000e+00	2.3895340000e+14	1.3035359332e-14	5.1781833457e-04	1.1434668008e+03	1.3019685376e+03	6.8840449920e+05
2.5927190000e+00	2.3964115000e+14	1.2811543213e-14	5.0775042358e-04	1.1408842680e+03	1.2986584095e+03	6.9331002553e+05
2.6001600000e+00	2.4032890000e+14	1.2591570000e-14	4.9787826239e-04	1.1383017353e+03	1.2953482814e+03	6.9821555186e+05
2.6076870000e+00	2.4102472500e+14	1.2389683795e-14	4.8875637957e-04	1.1357198389e+03	1.2920982422e+03	7.0309587557e+05
2.6152140000e+00	2.4172055000e+14	1.2191034521e-14	4.7980162345e-04	1.1331379425e+03	1.2888482030e+03	7.0797619928e+05
2.6227410000e+00	2.4241637500e+14	1.1995570278e-14	4.7101093200e-04	1.1305560460e+03	1.2855981639e+03	7.1285652300e+05
2.6302680000e+00	2.4311220000e+14	1.1803240000e-14	4.6238129931e-04	1.1279741496e+03	1.2823481247e+03	7.1773684671e+05
2.6378822500e+00	2.4381605000e+14	1.1602051773e-14	4.5343956274e-04	1.1253983804e+03	1.2791544222e+03	7.2257879011e+05
2.6454965000e+00	2.4451990000e+14	1.1404292832e-14	4.4467074548e-04	1.1228226113e+03	1.2759607197e+03	7.2742073350e+05
2.6531107500e+00	2.4522375000e+14	1.1209904727e-14	4.3607150354e-04	1.1202468422e+03	1.2727670173e+03	7.3226267689e+05
2.6607250000e+00	2.4592760000e+14	1.1018830000e-14	4.2763855758e-04	1.1176710730e+03	1.2695733148e+03	7.3710462029e+05
2.6684275000e+00	2.4663950000e+14	1.0858684939e-14	4.2043632712e-04	1.1151028626e+03	1.2664343960e+03	7.4189776526e+05
2.6761300000e+00	2.4735140000e+14	1.0700867389e-14	4.1335539564e-04	1.1125346523e+03	1.2632954772e+03	7.4669091022e+05
2.6838325000e+00	2.4806330000e+14	1.0545343521e-14	4.0639372025e-04	1.1099664419e+03	1.2601565585e+03	7.5148405519e+05
2.6915350000e+00	2.4877520000e+14	1.0392080000e-14	3.9954929245e-04	1.1073982316e+03	1.2570176397e+03	7.5627720016e+05
2.6993265000e+00	2.4949532500e+14	1.0229817282e-14	3.9238784992e-04	1.1048422283e+03	1.2539330915e+03	7.6101275764e+05
2.7071180000e+00	2.5021545000e+14	1.0070088146e-14	3.8535476768e-04	1.1022862249e+03	1.2508485433e+03	7.6574831512e+05
2.7149095000e+00	2.5093557500e+14	9.9128530324e-15	3.7844774501e-04	1.0997302216e+03	1.2477639951e+03	7.7048387259e+05
2.7227010000e+00	2.5165570000e+14	9.7580730000e-15	3.7166452245e-04	1.0971742183e+03	1.2446794469e+03	7.7521943007e+05
2.7305830000e+00	2.5238420000e+14	9.6129259990e-15	3.6527999836e-04	1.0946453007e+03	1.2416494378e+03	7.7988824351e+05
2.7384650000e+00	2.5311270000e+14	9.4699379951e-15	3.5900514885e-04	1.0921163832e+03	1.2386194288e+03	7.8455705696e+05
2.7463470000e+00	2.5384120000e+14	9.3290768742e-15	3.5283808990e-04	1.0895874657e+03	1.2355894197e+03	7.8922587041e+05
2.7542290000e+00	2.5456970000e+14	9.1903110000e-15	3.4677696986e-04	1.0870585481e+03	1.2325594107e+03	7.9389468385e+05
2.7622020000e+00	2.5530667500e+14	9.0634188244e-15	3.4118807063e-04	1.0845449940e+03	1.2295810763e+03	7.9849216596e+05
2.7701750000e+00	2.5604365000e+14	8.9382786705e-15	3.3568924598e-04	1.0820314398e+03	1.2266027418e+03	8.0308964806e+05
2.7781480000e+00	2.5678062500e+14	8.8148663479e-15	3.3027904423e-04	1.0795178857e+03	1.2236244074e+03	8.0768713016e+05
2.7861210000e+00	2.5751760000e+14	8.6931580000e-15	3.2495603706e-04	1.0770043316e+03	1.2206460730e+03	8.1228461227e+05
2.7941865000e+00	2.5826307500e+14	8.5646068059e-15	3.1940016003e-04	1.0745072953e+03	1.2177209474e+03	8.1680613277e+05
2.8022520000e+00	2.5900855000e+14	8.4379565791e-15	3.1393927360e-04	1.0720102589e+03	1.2147958218e+03	8.2132765327e+05
2.8103175000e+00	2.5975402500e+14	8.3131792088e-15	3.0857175369e-04	1.0695132226e+03	1.2118706963e+03	8.2584917376e+05
2.8183830000e+00	2.6049950000e+14	8.1902470000e-15	3.0329600398e-04	1.0670161863e+03	1.2089455707e+03	8.3037069426e+05
2.8265417500e+00	2.6125362500e+14	8.0802839433e-15	2.9852194312e-04	1.0645375724e+03	1.2060741467e+03	8.3481331745e+05
2.8347005000e+00	2.6200775000e+14	7.9717972613e-15	2.9382302884e-04	1.0620589584e+03	1.2032027228e+03	8.3925594064e+05
2.8428592500e+00	2.6276187500e+14	7.8647671322e-15	2.8919807829e-04	1.0595803444e+03	1.2003312988e+03	8.4369856384e+05
2.8510180000e+00	2.6351600000e+14	7.7591740000e-15	2.8464592723e-04	1.0571017305e+03	1.1974598749e+03	8.4814118703e+05
2.8592715000e+00	2.6427885000e+14	7.6599768838e-15	2.8034604747e-04	1.0546375980e+03	1.1946372990e+03	8.5250289434e+05
2.8675250000e+00	2.6504170000e+14	7.5620479526e-15	2.7611112197e-04	1.0521734654e+03	1.1918147231e+03	8.5686460166e+05
2.8757785000e+00	2.6580455000e+14	7.4653709933e-15	2.7194016953e-04	1.0497093329e+03	1.1889921473e+03	8.6122630898e+05
2.8840320000e+00	2.6656740000e+14	7.3699300000e-15	2.6783222377e-04	1.0472452003e+03	1.1861695714e+03	8.6558801629e+05
2.8923807500e+00	2.6733910000e+14	7.2694564923e-15	2.6355854158e-04	1.0447973657e+03	1.1833958538e+03	8.6986744696e+05
2.9007295000e+00	2.6811080000e+14	7.1703527296e-15	2.5935305267e-04	1.0423495310e+03	1.1806221363e+03	8.7414687762e+05
2.9090782500e+00	2.6888250000e+14	7.0726000386e-15	2.5521466891e-04	1.0399016964e+03	1.1778484187e+03	8.7842630829e+05
2.9174270000e+00	2.6965420000e+14	6.9761800000e-15	2.5114231955e-04	1.0374538617e+03	1.1750747011e+03	8.8270573895e+05
2.9258725000e+00	2.7043480000e+14	6.8861410518e-15	2.4731641485e-04	1.0350250028e+03	1.1723545712e+03	8.8690168811e+05
2.9343180000e+00	2.7121540000e+14	6.7972642027e-15	2.4354879403e-04	1.0325961438e+03	1.1696344414e+03	8.9109763728e+05
2.9427635000e+00	2.7199600000e+14	6.7095344538e-15	2.3983856918e-04	1.0301672848e+03	1.1669143115e+03	8.9529358644e+05
2.9512090000e+00	2.7277660000e+14	6.6229370000e-15	2.3618486593e-04	1.0277384259e+03	1.1641941816e+03	8.9948953560e+05
2.9597525000e+00	2.7356622500e+14	6.5461641129e-15	2.3289504531e-04	1.0253240735e+03	1.1615198809e+03	9.0360218719e+05
2.9682960000e+00	2.7435585000e+14	6.4702811747e-15	2.2965104862e-04	1.0229097210e+03	1.1588455801e+03	9.0771483877e+05
2.9768395000e+00	2.7514547500e+14	6.3952778693e-15	2.2645223758e-04	1.0204953686e+03	1.1561712794e+03	9.1182749036e+05
2.9853830000e+00	2.7593510000e+14	6.3211440000e-15	2.2329798280e-04	1.0180810161e+03	1.1534969787e+03	9.1594014195e+05
2.9940252500e+00	2.7673387500e+14	6.2433994386e-15	2.2002835060e-04	1.0156798697e+03	1.1508690287e+03	9.1996994287e+05
3.0026675000e+00	2.7753265000e+14	6.1666110676e-15	2.1680659386e-04	1.0132787233e+03	1.1482410786e+03	9.2399974379e+05
3.0113097500e+00	2.7833142500e+14	6.0907671266e-15	2.1363201158e-04	1.0108775769e+03	1.1456131286e+03	9.2802954470e+05
3.0199520000e+00	2.7913020000e+14	6.0158560000e-15	2.1050391299e-04	1.0084764305e+03	1.1429851785e+03	9.3205934562e+05
3.0286942500e+00	2.7993822500e+14	5.9371178556e-15	2.0725587134e-04	1.0060968951e+03	1.1404078647e+03	9.3600612962e+05
3.0374365000e+00	2.8074625000e+14	5.8594102703e-15	2.0405794645e-04	1.0037173597e+03	1.1378305509e+03	9.3995291361e+05
3.0461787500e+00	2.8155427500e+14	5.7827197557e-15	2.0090936503e-04	1.0013378243e+03	1.1352532370e+03	9.4389969761e+05
3.0549210000e+00	2.8236230000e+14	5.7070330000e-15	1.9780936572e-04	9.9895828889e+02	1.1326759232e+03	9.4784648161e+05
3.0637645000e+00	2.8317970000e+14	5.6466519848e-15	1.9525494517e-04	9.9661436857e+02	1.1301439609e+03	9.5170856119e+05
3.0726080000e+00	2.8399710000e+14	5.5869098071e-15	1.9273351125e-04	9.9427044826e+02	1.1276119986e+03	9.5557064076e+05
3.0814515000e+00	2.8481450000e+14	5.5277997080e-15	1.9024463799e-04	9.9192652794e+02	1.1250800363e+03	9.5943272034e+05
3.0902950000e+00	2.8563190000e+14	5.4693150000e-15	1.8778790491e-04	9.8958260763e+02	1.1225480740e+03	9.6329479992e+05
3.0992410000e+00	2.8645877500e+14	5.4096833276e-15	1.8530114325e-04	9.8725326596e+02	1.1200561815e+03	9.6707445533e+05
3.1081870000e+00	2.8728565000e+14	5.3507018163e-15	1.8284731227e-04	9.8492392429e+02	1.1175642891e+03	9.7085411074e+05
3.1171330000e+00	2.8811252500e+14	5.2923633776e-15	1.8042597589e-04	9.8259458262e+02	1.1150723966e+03	9.7463376615e+05
3.1260790000e+00	2.8893940000e+14	5.2346610000e-15	1.7803670380e-04	9.8026524095e+02	1.1125805041e+03	9.7841342156e+05
3.1351287500e+00	2.8977585000e+14	5.1742815868e-15	1.7556600749e-04	9.7795236234e+02	1.1101311185e+03	9.8211208946e+05
3.1441785000e+00	2.9061230000e+14	5.1145986224e-15	1.7312959815e-04	9.7563948374e+02	1.1076817330e+03	9.8581075737e+05
3.1532282500e+00	2.9144875000e+14	5.0556040737e-15	1.7072699997e-04	9.7332660513e+02	1.1052323474e+03	9.8950942528e+05
3.1622780000e+00	2.9228520000e+14	4.9972900000e-15	1.6835774374e-04	9.7101372653e+02	1.1027829618e+03	9.9320809318e+05
3.1714322500e+00	2.9313132500e+14	4.9365464124e-15	1.6591688704e-04	9.6872095602e+02	1.1003792430e+03	9.9682716739e+05
3.1805865000e+00	2.9397745000e+14	4.8765411816e-15	1.6351141797e-04	9.6642818552e+02	1.0979755242e+03	1.0004462416e+06
3.1897407500e+00	2.9482357500e+14	4.8172653328e-15	1.6114082348e-04	9.6413541502e+02	1.0955718054e+03	1.0040653158e+06
3.1988950000e+00	2.9566970000e+14	4.7587100000e-15	1.5880459796e-04	9.6184264451e+02	1.0931680866e+03	1.0076843900e+06
